	texts	labels
10	class cdh hue default class cdh hue default http host http port secret key undef app blacklist hbase impala search spark rdbms zookeep hive server host undef set hue oozi default alreadi set cdh oozi class defin class cdh oozi oozi url cdh oozi url oozi proxi regex cdh oozi oozi host otherwis disabl oozi interfac hue els oozi url undef oozi proxi regex oozi secur enabl fals local variabl use inlin templat namenod host cdh hadoop namenod host proxi whitelist namenod resourcemanag histori server host port inlin templat namenod host join oozi web ui oozi proxi regex way determin datanod nodemanag hostnam default want restrict make sure overrid proxi whitelist paramet proxi blacklist undef smtp host localhost smtp port smtp user undef smtp password undef smtp email undef ssl privat key etc ssl privat hue key ssl certif etc ssl cert hue cert secur proxi ssl header fals ldap url undef ldap cert undef ldap nt domain undef ldap bind dn undef ldap base dn undef ldap bind password undef ldap usernam pattern undef ldap user filter undef ldap user name attr undef ldap group filter undef ldap group name attr undef ldap group member attr undef ldap creat user login true hue ini templat cdh hue hue ini erb hue log j templat cdh hue log j properti erb hue log conf templat cdh hue log conf erb databas host undef databas port undef databas user undef databas password undef databas name var lib hue desktop db databas engin sqlite	1
11	class git gerrit provis ssh configur access gerrit wikimedia org class git gerrit sshkey gerrit wikimedia org ensur present key aaaab nzac yc eaaaadaqabaaaagqcf pwflehzcxhbf jfhwtd lfq nirplebqi aorgwq zzi gvzfyieiaw f cmfohdni vfwojf mj qmkaacc z tg jbkrqcuxmylo swymv uvx wqlknrotdtta ojfi uqvlqexkyaokfmiuhz ovff cgq type ssh rsa https ticket puppetlab com brows pup file etc ssh ssh known host ensur present owner root group root mode git user exec gitreview usernam command usr bin git config global add gitreview usernam git user environ home home vagrant user vagrant unless usr bin git config global gitreview usernam requir packag git sshkey file etc ssh ssh known host	1
12	class mariadb provid mariadb instal configur translatewiki net class mariadb class mysql server packag name mariadb server restart fals overrid option mysqld charact set server utf innodb addit mem pool size innodb buffer pool instanc innodb buffer pool size g innodb file per tabl innodb log file size thread pool size key buffer size log slow queri var log mysql mysql slow log long queri time queri cach size queri cach type ssl tabl cach client default charact set utf class mysql client packag name mariadb client packag mytop mysqltun ensur present	1
13	class role wikimediamainten provis wikimediamainten extens class role wikimediamainten mediawiki extens wikimediamainten	1
14	vim set sw ts sts et defin mediawiki wiki provis new wiki instanc multi instanc known limit specifi src dir paramet possibl multipl wiki run separ branch mediawiki core repositori howev limit current support multipl mediawiki sourc directori incomplet follow way default mediawiki extens make config file share configur wiki howev code clone extens vagrant mediawiki extens mean role enabl setup extens sourc extens need manual clone addit mediawiki branch use mediawiki set problem paramet wiki name name site exampl devwiki db name logic mysql databas name exampl devwiki db user mysql user use connect databas exampl wikidb db pass password mysql account exampl secret admin user user name initi admin account mediawiki admin user chang recommend slow provis centralauth enabl admin pass initi password admin account exampl secret src dir system path mediawiki file instal exampl srv mediawiki mediawiki cach dir directori use cach interfac messag l n cach exampl var cach mediawiki upload dir file system path folder file upload exampl srv mediawiki imag upload path url path upload content exampl imag server url full base url host exampl http mywiki net primari wiki whether primari wiki default fals prioriti posit wiki foreachwiki use scale load constant site php default load normal wgconf hash extra wgconf set wiki one use case select disabl global instal extens particular wiki set wmvextens extens name fals default exampl add wiki name testwiki mediawiki wiki test disabl centralauth extens wiki name nocawiki mediawiki wiki noca wgconf wmvextens centralauth fals defin mediawiki wiki wiki name titl db host mysql grant host name db name titl wiki db user mediawiki multiwiki db user db pass mediawiki multiwiki db pass admin user mediawiki admin user admin pass mediawiki admin pass src dir mediawiki dir cach dir mediawiki cach dir titl upload dir mwv file dir titl imag upload path titl imag server url http titl mediawiki multiwiki base domain port fragment primari wiki fals prioriti load normal wgconf includ mwv includ mediawiki requir mediawiki multiwiki mysql sql db user full priv db name sql grant privileg db name db user db host unless select inform schema schema privileg tabl schema db name grante db user db host limit requir mysql user db user set root mediawiki multiwiki set root db name set dir set root set instal arg wiki db name dbname db name dbpass db pass dbuser db user pass admin pass scriptpath w server server url confpath set root file upload dir cach dir ensur directori owner www data group www data mode exec requir file cach dir file upload dir exec db name setup command templat mediawiki wiki run instal erb unless templat mediawiki wiki check instal erb user vagrant requir class mysql file set root mysql sql db user full priv db name exec updat databas exec db name includ extra set command bin echo includ vagrant localset php localset php cwd set root unless bin grep vagrant localset php localset php requir exec db name setup exec db name copi localset command bin cp set root localset php src dir localset php creat src dir localset php requir exec db name includ extra set exec updat db name databas command usr local bin mwscript updat php wiki db name quick refreshon true user www data prioriti filenam sprintf dbconf php mediawiki multiwiki wiki prioriti dir prioriti db name file prioriti filenam ensur present mode content templat mediawiki wiki dbconf php erb file owner share owner group share group file set root ensur directori wgdebuglogfil debug log file vagrant log mediawiki db name debug log file set root wgconf php ensur present mode content templat mediawiki wiki wgconf php erb file etc logrot mediawiki db name debug log content templat mediawiki logrot mediawiki debug log erb owner root group root mode file set dir ensur directori file set dir puppet manag ensur directori recurs true purg true forc true sourc puppet modul mediawiki wiki set empti use mediawiki import text file mediawiki page dir wiki db name ensur directori apach site conf titl imag site mediawiki wiki name content templat mediawiki wiki apach imag erb provis primari wiki other mediawiki wiki primari wiki true mediawiki wiki primari wiki fals provis wiki ad extens mediawiki wiki mediawiki extens	1
15	class role openbadg role set openbadg extens mediawiki class role openbadg mediawiki extens openbadg need updat true	0
16	class smashpig provis site listen realtim payment notif class smashpig vhost name dir includ php includ apach includ git git clone wikimedia fundrais smashpig directori dir servic gitupd smashpig dir dir type php updat true file etc fundrais smashpig yaml content templat smashpig smashpig yaml erb requir git clone wikimedia fundrais smashpig file dir publichttp htaccess sourc dir publichttp htaccess sampl requir git clone wikimedia fundrais smashpig php compos instal dir prefer sourc requir git clone wikimedia fundrais smashpig apach site payment listen ensur present content templat smashpig apach site erb requir file etc fundrais smashpig yaml file dir publichttp htaccess class apach mod rewrit mysql db smashpig exec smashpig schema command usr bin mysql uroot p mysql root password smashpig qfsa dir schema creatependingt sql unless usr bin mysql uroot p mysql root password smashpig qfsane select smashpig pend usr bin tail bin grep q requir git clone wikimedia fundrais smashpig mysql db smashpig	0
17	class role phragil class setup phragil instal class role phragil instal dir debug vhost name includ apach includ apach mod rewrit includ mysql includ php includ phabric phabric config phabric show prototyp deploy dir phabric deploy dir valu true git clone https github com wmde phragil git directori instal dir remot https github com wmde phragil git servic gitupd phragil dir instal dir type php updat true file instal dir env content templat role phragil env erb requir git clone https github com wmde phragil git replac fals exec updat phragil app key command templat role phragil updat app key erb cwd instal dir unless grep q app key instal dir env requir file instal dir env php compos instal instal dir requir git clone https github com wmde phragil git apach site vhost name ensur present content templat role phragil apach conf erb requir class apach mod rewrit mysql db phragil exec php artisan migrat cwd instal dir requir mysql db phragil	1
18	class role liquidthread configur liquidthread mediawiki discuss system note liquidthread activ develop class role liquidthread includ role echo includ role wikieditor mediawiki extens liquidthread set wglqttalkpag fals	0
19	defin php compos instal instal depend declar compos json file paramet directori directori contain compos json provis default titl vendor dir directori compos provis vendor librari default directori vendor prefer specifi prefer sourc compos instal dist sourc default dist exampl php compos instal mediawiki dir requir git clone mediawiki core defin php compos instal directori titl vendor dir undef prefer dist requir php compos prefer dist sourc fail prefer paramet must dist sourc safe dir regsubst directori w g creat vendor dir undef directori vendor default vendor dir exec compos instal safe dir command usr local bin compos instal optim autoload prefer prefer cwd directori environ compos home php compos home compos cach dir php compos cach dir compos interact user vagrant onlyif usr bin test f directori compos json creat creat requir class php compos	0
20	class role payment provis payment wiki use fundrais deploy branch role creat one addit wiki payment wiki local wmftest net class role payment requir role mediawiki requir role memcach includ payment	0
21	class role wikigrok creat easi way fill miss wikidata inform class role wikigrok includ role wikidata includ role mobilefrontend mediawiki extens wikigrok set wgwikigrokrepomod wmgusewikibaserepo	1
22	class php modul configur php script languag popular extens php primari languag mediawiki implement class php includ apach includ apach mod php includ php remot debug includ php compos includ php xhprof packag php auth sasl php mail php mail mime php net smtp php php apcu php cli php curl php dev php gd php intl php json php mcrypt php mysql php readlin php sqlite ensur present requir class apach mod php file etc php mod avail ensur directori owner root group root mode recurs true purg true ignor puppet manag file start w underscor notifi exec prune php ini file requir packag php exec prune php ini file command bin true unless templat php prune php ini file bash erb php ini debug output set display error true display startup error true error report php ini date timezon set date timezon utc php ini session default set session save path tmp php ini opcach valid timestamp set opcach valid timestamp requir packag php apcu php ini opcach revalid freq set opcach revalid freq requir packag php apcu class php sessionclean requir packag php	1
23	class statsd puppet class instal configur statsd instanc log statsd log contain last flush sec worth data json format process someth like inotifywait qqe modifi vagrant log statsd json cat vagrant log statsd json jq counter entri select valu key contain mediawiki select null done output counter updat paramet port port statsd run class statsd port requir servic requir npm dir servic root dir statsd logdir servic log dir git clone statsd directori dir remot https github com etsi statsd git npm instal dir directori dir requir git clone statsd file dir config js ensur present content templat statsd config js erb mode requir git clone statsd file etc init statsd conf content templat statsd upstart conf erb owner root group root mode notifi servic statsd file etc logrot statsd content templat statsd logrot erb owner root group root mode file dir backend statsd json backend js sourc puppet modul statsd statsd json backend js requir git clone statsd servic statsd ensur run enabl true provid upstart requir git clone statsd npm instal dir file dir config js	1
24	class cdh mahout instal mahout packag need includ node user run mahout execut e client submiss node class cdh mahout packag mahout ensur instal	0
25	class wikimetr instal configur wikimetr note instal wikimetr depend use wikimetr script instal wikimetr codebas paramet path instal wikimetr path path clone wikimetr default srv wikimetr user wikimetr user wikimetr run user directori need written wikimetr writeabl user group wikimetr group wikimetr run group directori need written wikimetr writeabl group repositori owner owner usernam clone wikimetr repositori default wikimetr user set debug run wikimetr debug mode default true celeri broker url celeri broker url redi server url default redi localhost celeri result url celeri result url redi server url default redi localhost celeri concurr celeri queue concurr default server name virtualhost servernam wikimetr webserv default localhost server port virtualhost listen port wikimetr webserv default ssl redirect true site expect serv via https default fals yet support server alias array virtualhost serveralias default undef flask secret key flask login secret key arbitrari meta mw consum key mediawiki oauth consum key meta mw client secret mediawiki oauth client secret googl client secret googl auth client secret googl client email googl auth client email address googl client id googl auth client id db user wikimetr usernam wikimetr databas user default wikimetr db pass wikimetr password wikimetr databas user default wikimetr db name wikimetr name wikimetr databas default wikimetr db host wikimetr hostnam wikimetr databas default localhost db pool wikimetr pool size wikimetr databas default db user mediawiki mediawiki databas usernam requir db pass mediawiki mediawiki databas password requir db host mediawiki mediawiki databas host lab want use labsdb default localhost db name mediawiki mediawiki databas name lab want use p default wiki db pool mediawiki mediawiki pool size default db replic lag dbs list dbs check lag default db replic lag threshold consid databas lag edit mani hour default db user centralauth centralauth databas usernam requir db pass centralauth centralauth databas password requir db host centralauth centralauth databas host default localhost db name centralauth centralauth databas name default centralauth revis tablenam name revis tabl mediawiki databas set need set custom revis tablenam lab probabl want revis userindex otherwis probabl revis default undef archiv tablenam name archiv tabl mediawiki databas set need set custom archiv tablenam lab probabl want archiv userindex otherwis probabl archiv default undef config directori config directori wikimetr yaml config file default etc wikimetr config file owner user ownership wikimetr yaml config file default root config file group group ownership wikimetr yaml config file default root servic start start stanza upstart job queue web daemon default start network servic public subdirectori directori public report var directori must contain slash default public class wikimetr path instal wikimetr path srv wikimetr wikimetr run user group user wikimetr group wikimetr owner usernam clone wikimetr repositori default wikimetr user set repositori owner undef debug true celeri broker url redi localhost celeri result url redi localhost celeri concurr server name localhost server port server alias undef todo yet support ssl redirect fals flask secret key flask secret key arbitrari meta mw consum key bad e bdffb ecf meta mw client secret e f ce e googl client secret zkv qg zr l q cawniuvx b googl client email develop gserviceaccount com googl client id app googleusercont com db user wikimetr wikimetr db pass wikimetr wikimetr db name wikimetr wikimetr db host wikimetr localhost db pool wikimetr mediawiki databas cred db user mediawiki db pass mediawiki db host mediawiki localhost db name mediawiki wiki db pool mediawiki db replic lag dbs db replic lag threshold hour centralauth databas cred db user centralauth db pass centralauth db host centralauth localhost db name centralauth centralauth revis tablenam undef archiv tablenam undef var directori var lib wikimetr run directori var run wikimetr config directori etc wikimetr config file owner root config file group root servic start start network servic public subdirectori public although could inlin public directori use file wikimetr modul e g wikimetr web apach direct access public directori cannot remov public directori var directori public subdirectori celeri beat datafil run directori celerybeat schedul task celeri beat pidfil run directori celerybeat pid defin group group group group ensur present system true defin user user user user ensur present gid group home path managehom fals system true owner repositori owner undef user default repositori owner clone wikimetr gerrit git clone analyt wikimetr directori path owner owner file config directori ensur directori owner config file owner group config file group requir git clone analyt wikimetr directori writabl user group file var directori public directori run directori ensur directori owner user group group mode requir git clone analyt wikimetr db config queue config web config file config directori db config yaml content templat wikimetr db config yaml erb owner config file owner group config file group file config directori queue config yaml content templat wikimetr queue config yaml erb owner config file owner group config file group file config directori web config yaml content templat wikimetr web config yaml erb owner config file owner group config file group defin packag gcc packag gcc ensur instal defin packag python dev packag python dev ensur instal defin packag libmysqlcli dev packag libmysqlcli dev ensur instal class fulli instal depend wikimetr finish instal must follow instal newer pip wget https pypi python org packag sourc p pip pip tar gz tar xvzf pip tar gz cd pip easi instal instal wikimetr depend cd path usr local bin pip instal e	1
26	class role mobilecontentservic role instal mobil content servic class role mobilecontentservic includ role restbas includ role mobilefrontend includ mobilecontentservic	1
27	file tmp multilinecom content pouet anoth one whitespac end comment purpos	0
28	class user provid user configur server class user pull main alias file file etc alias sourc puppet modul user alias rebuild databas file chang exec newalias path usr bin usr sbin subscrib file etc alias refreshon true group betawiki ensur present gid group www share ensur present gid user siebrand ensur present uid gid user group betawiki www share shell bin bash password managehom true home home siebrand comment siebrand mazeland nike ensur present uid gid user group betawiki www share shell bin bash password managehom true home home nike comment nikla laxstrom betawiki ensur present uid gid user group betawiki www share shell bin bash password managehom true home home betawiki comment ur wiki minuteelectron last login ensur absent uid gid user group shell bin bash password managehom true home home minuteelectron comment robert leverington reedi ensur present uid gid user group betawiki shell bin bash password managehom true home home reedi comment sam reed raymond ensur present uid gid user group betawiki www share shell bin bash password managehom true home home raymond comment raimond spekk mah ensur present uid gid user group shell bin bash password managehom true home home mah comment mark hershberg ialex ensur absent uid gid user group shell bin bash password managehom true home home ialex comment alexandr emsenhub robin last login ensur present uid gid user group betawiki shell bin bash password managehom true home home robin comment robin peperman huji last login ensur absent uid gid user group shell bin bash password managehom true home home huji comment huji lee lcawt ensur present uid gid user group betawiki shell bin bash password managehom true home home lcawt comment lewi cawt amir ensur present uid gid user group betawiki www share shell bin bash password managehom true home home amir comment amir aharoni santhosh ensur present uid gid user group betawiki shell bin bash password managehom true home home santhosh comment santhosh thotting chad last login ensur absent uid gid user group shell bin bash password managehom true home home chad comment chad horoho valhallasw rbot account longer use ensur absent uid gid user group shell usr sbin nologin password managehom true home home valhallasw comment merlijn van deen antoin last login ensur absent uid gid user group shell bin bash password managehom true home home antoin comment antoin musso rbot longer use ensur absent uid gid user group shell usr sbin nologin password managehom true home home rbot comment review bot tor ensur absent uid gid user group shell bin bash password managehom true home home tor comment lukasz garczewski kartik ensur present uid gid user group betawiki shell bin bash password managehom true home home kartik comment kartik mistri yuvipanda ensur absent uid gid user group betawiki www share shell bin bash password managehom true home home yuvipanda comment yuvi panda bsitzmann ensur present uid gid user group betawiki www share shell bin bash password managehom true home home bsitzmann comment bernd sitzmann niedzielski ensur present uid gid user group betawiki www share shell bin bash password managehom true home home niedzielski comment stephen niedzielski bgerstl ensur absent uid gid user group betawiki www share shell usr sbin nologin password managehom true home home bgerstl comment brian gerstl wmf fjalapeno ensur present uid gid user group betawiki www share shell bin bash password managehom true home home fjalapeno comment corey floyd wmf ssh author key siebrand ssh ensur present user siebrand type rsa key aaaab nzac yc eaaaabjqaaageavplavxagixbci iglnmapjvxeirozkvfmuwz segcw r hmjqz anmtsv meql uedb ueupux dytighdt fjiieljg iyo ihlfhksuqa kkhhuq lgpwsbawooupcuki vfmyazlta gtjibe ohueb ifigwoyj dslsmf osb mdsglqtbql gsph wznwuwhbuot ohglrulbeug aimvmz aoefva zw pspahjzqkkughsgbz lgwkpirxbvbzaygw wys qcphfjloyvaxb vfbohptqhxerp r b kjskeagvkpzi ywxtc itwtd dwaffuacuvgvmol sklxyusvndlv zof ntfxeqi z apeqsdcbbqtlbit vhr zfdr devdmqslklttjv iordozd hodqb b heswrfynx ywver cbzafba ui yu ocku eci nvzuu dojidgaddgbhbh deurew fje pzatwhp pscjizmlvopkbrwrmmktc pgi fnoq mjj w rlxtboluqdoprgdpqp rji ohj xbkpiaqasdnbysxhx md sn vpi l tm h yitfq ccim rcrmyhrjrq uinfm l wtt k fjalapeno ssh ensur present user fjalapeno type rsa key aaaab nzac yc eaaaabiwaaaqea fskupoijhnl bgfi p fywlt dm hjvmqpsz puq q q ctht gfthlvla j j ww g vvz zbc j xnm jblo jtbkitstjr vvf q kpz r ow doowutkuonwbbrsbbjjpv f aqrba grbflkhdocmn tuee sk u wc osifv cz oc pp xfug fgwflzs hwdyl lgrlglk k ki iyoewylaz btgzpc af b ad z plzpkgdiomvmr q r gjenaqnvjtxkmxst j gsbcyuqmobczrd br ckizxljxrvcgkhatav ggi dkt uijlw	1
29	class php xhprof profil php paramet profil storag dir path profil store class php xhprof profil storag dir packag php xhprof ensur present php ini xhprof enabl set use php enmod packag ini default config trigger deprec warn due comment extens xhprof use extens direct use xhprof run util class xhprof output dir profil storag dir directori use default store profil run file profil storag dir ensur directori owner share owner group share group mode	0
30	class role https configur https support class role https subject cn cn local wmftest org mediawiki vagrant c us keynam devwiki exec generat ssl key command usr bin openssl req subj subject node new x newkey rsa keyout etc ssl cert keynam key etc ssl cert keynam pem day creat etc ssl cert devwiki pem nginx site devwiki nginx site devwiki sourc puppet modul role https nginx conf notifi servic nginx mediawiki set ssl relat set valu wgsecurelogin true wghttpsport forward https port wgassumeproxiesusedefaultprotocolport fals horribl hack tell commonset php safe use protocol relat url wgserver see modul mediawiki templat multiwiki commonset php erb mediawiki set vagrant https support flag valu mwvsupportshttp true prioriti fix wgserver wgconf take wgassumeproxiesusedefaultprotocolport preserv port referenc wiki account need chang wgserver commonset php chang anyway set handl mediawiki set fix wgserver wgconf realli variabl valu templat role https fixwgserv php erb load mediawiki set ssl relat set prioriti	1
31	class crm drupal drupal modul paramet dir drupal instal directori file dir directori use drupal file store drupal set map drupal variabl name default valu class crm drupal dir file dir drupal set includ crm instal script dir site default drupal instal sh set path dir site default set php modul list dir site default enabl modul databas crm drupal db donat fredg db url mysql crm db user crm db pass localhost crm drupal db audit base var spool audit class crm drush root dir file file dir ensur directori group www data mode recurs true subscrib exec civicrm setup file dir site default mode file dir site default file ensur link target file dir forc true requir file dir site default file instal script content templat crm drupal instal sh erb mode requir git clone crm repo file audit base audit base amazon audit base astropay audit base amazon incom audit base amazon complet audit base astropay incom audit base astropay complet ensur directori group www data mode recurs true mysql db databas exec drupal db instal command instal script unless usr bin mysql u crm db user p crm db pass crm drupal db e select system requir git clone crm repo mysql db databas packag drush file dir site default file file drupal set php path set path content templat crm set php erb mode requir git clone crm repo file drupal donationinterfac set php path dir site default donationinterfac set php content templat crm donationinterfac set php erb mode requir git clone crm repo exec enabl drupal modul command inlin templat scope crm drush wrapper pm enabl cat modul list subscrib exec drupal db instal requir exec civicrm setup file drupal set php exec updat exchang rate command inlin templat scope crm drush wrapper exchang rate updat unless usr bin mysql u crm db user p crm db pass crm drupal db b n e select exchang rate grep q requir exec enabl drupal modul	1
32	file etc puppet rack etc puppet rack public ensur directori mode owner root group root file etc puppet rack config ru ensur present sourc puppet modul rack config ru mode owner puppet group root file etc apach conf puppetmasterd ensur present sourc puppet modul rack apach conf mode owner root group root requir file etc puppet rack config ru file etc puppet rack public packag apach packag passeng notifi servic apach packag rack passeng ensur instal provid gem servic apach case lsbdistid debian packag apach mpm worker apach thread dev apach ensur instal file etc apach mod enabl ssl load ensur mod avail ssl load notifi servic apach requir packag apach servic apach requir packag apach exec var lib gem bin passeng instal apach modul auto subscrib packag passeng servic apach requir packag passeng apach thread dev notic need manual enabl mod passeng apach notic usual put config stanza httpd conf notic loadmodul passeng modul var lib gem gem passeng ext apach mod passeng notic passengerroot var lib gem gem passeng notic passengerrubi usr bin rubi notic	1
33	mariadb wmf patch build instal opt unless set product server probabl want vanilla mariadb packag class mariadb packag wmf mariadb true packag libaio percona toolkit percona xtrabackup libjemalloc pigz ensur present mariadb true packag wmf mariadb ensur present els packag wmf mariadb ensur present	1
34	class role raita raita dashboard built elasticsearch visual diagnos browser test failur default url access run dashboard http raita local wmftest net though may chang accord forward http port hiera configur dir repositori clone directori vhost name apach virtual host name class role raita dir vhost name includ elasticsearch includ apach mod header includ apach mod proxi includ apach mod proxi http requir packag nodej index url http raita index templat role raita index json erb git clone integr raita directori dir requir packag nodej exec raita elasticsearch index command usr bin curl x put index url index unless usr bin curl sf index url set dev null requir class elasticsearch git clone integr raita exec raita elasticsearch map command usr bin nodej script map js import index url unless usr bin nodej script map js check index url cwd dir requir exec raita elasticsearch index file tmp raita data json sourc puppet modul role raita data json exec raita import elasticsearch data command usr bin curl x post index url bulk data binari tmp raita data json onlyif usr bin curl sf index url count bin grep q count requir exec raita elasticsearch map subscrib file tmp raita data json apach site vhost name content templat role raita apach conf erb	0
