;texts;labels
10;class ceilomet log ceilomet log configur paramet debug option daemon log debug messag default os servic default use syslog option use syslog log default os servic default use stderr option use stderr log default os servic default log facil option syslog facil receiv log line default os servic default log dir option directori log store set boolean fals log directori default var log ceilomet log context format string option format string use log messag context default os servic default exampl asctim msec process levelnam name request id user ident instanc messag log default format string option format string use log messag without context default os servic default exampl asctim msec process levelnam name instanc messag log debug format suffix option format data append log format level debug default os servic default exampl funcnam pathnam lineno log except prefix option prefix line except output format default os servic default exampl asctim msec process trace name instanc log config append option name addit log configur file default os servic default exampl https doc python org howto log html default log level option hash logger key level valu pair default os servic default exampl amqp warn amqplib warn boto warn sqlalchemi warn sud info iso warn request packag urllib connectionpool warn publish error option publish error event boolean valu default os servic default fatal deprec option make deprec fatal boolean valu default os servic default instanc format option instanc pass log messag format like string valu default os servic default exampl instanc uuid instanc uuid format option instanc uuid pass log messag format like string valu default os servic default exampl instanc uuid format instanc uuid log date format option format string asctim log record default os servic default exampl h deprec paramet verbos option deprec daemon log verbos messag default undef class ceilomet log use syslog os servic default use stderr os servic default log facil os servic default log dir var log ceilomet debug os servic default log context format string os servic default log default format string os servic default log debug format suffix os servic default log except prefix os servic default log config append os servic default default log level os servic default publish error os servic default fatal deprec os servic default instanc format os servic default instanc uuid format os servic default log date format os servic default deprec verbos undef note spredzi order keep backward compat reli pick function use ceilomet myparam first ceilomet log myparam use syslog real pick ceilomet use syslog use syslog use stderr real pick ceilomet use stderr use stderr log facil real pick ceilomet log facil log facil log dir real pick ceilomet log dir log dir debug real pick ceilomet debug debug verbos warn verbos deprec effect remov newton cycl oslo log ceilomet config debug debug real use stderr use stderr real use syslog use syslog real log dir log dir real syslog log facil log facil real log context format string log context format string log default format string log default format string log debug format suffix log debug format suffix log except prefix log except prefix log config append log config append default log level default log level publish error publish error fatal deprec fatal deprec instanc format instanc format instanc uuid format instanc uuid format log date format log date format;1
11;defin cinder type set assign key volum type set deprec class paramet type requir accept singl name type set key requir key name set valu valu valu set default content namevar deprec paramet os password option deprec keyston tenant usernam password default undef os tenant name option deprec keyston tenant name default undef os usernam option deprec keyston user name default undef os auth url option deprec keyston auth url default undef os region name option deprec keyston region name default undef author andrew woodward awoodward miranti com defin cinder type set type key valu name deprec paramet os password undef os tenant name undef os usernam undef os auth url undef os region name undef os password os region name os tenant name os usernam os auth url warn paramet os password os region name os tenant name os usernam os auth url longer requir warn auth cred use env root openrc file cinder conf cinder type type ensur present properti key valu;0
12;copyright c iweb technolog inc licens apach licens version licens may use file except complianc licens may obtain copi licens http www apach org licens licens unless requir applic law agre write softwar distribut licens distribut basi without warranti condit kind either express impli see licens specif languag govern permiss limit licens author david moreau simard dmsimard iweb com class ceph mds instal configur mdss ceph metadata server paramet mds activ switch activ mds section config option default true mds data path mds data option default provid ceph var lib ceph mds cluster id keyr locat keyr use mdss option default var lib ceph mds cluster id keyr class ceph mds mds activ true mds data var lib ceph mds cluster id keyr var lib ceph mds cluster id keyr mds mds activ ceph config mds mds data valu mds data mds keyr valu keyr els ceph config mds mds data ensur absent mds keyr ensur absent;0
13;defin pacemak resourc ip resourc type creat pacemak ipaddr resourc provid conveni paramet ensur option whether make sure resourc creat remov default present ip address option virtual ip address want pacemak creat manag default undef cidr netmask option netmask use cidr option pcs resourc creat command default nic option nic use nic option pcs resourc creat command default group param option addit group paramet pass pcs creat typic name pacemak resourc group default post success sleep option long wait acfter success action default tri option mani time attempt perform action default tri sleep option long wait tri default verifi creat option whether verifi creation resourc default fals depend none author crag wolf cwolf redhat com jason guiditta jguiditt redhat com copyright copyright c red hat inc licens apach licens version licens may use file except complianc licens may obtain copi licens http www apach org licens licens unless requir applic law agre write softwar distribut licens distribut basi without warranti condit kind either express impli see licens specif languag govern permiss limit licens defin pacemak resourc ip ensur present ip address undef cidr netmask nic group param post success sleep tri tri sleep verifi creat fals cidr option cidr netmask default cidr netmask cidr netmask nic option nic default nic nic pcs dislik colon ipv address replac dot resourc name regsubst ip address g pcmk resourc ip resourc name ensur ensur resourc type ipaddr resourc param ip ip address cidr option nic option group param group param post success sleep post success sleep tri tri tri sleep tri sleep verifi creat verifi creat requir exec wait settl;1
14;class openstack integr heat includ openstack integr config includ openstack integr param rabbitmq user heat admin true password even bigger secret provid rabbitmqctl requir class rabbitmq rabbitmq user permiss heat configur permiss write permiss read permiss provid rabbitmqctl requir class rabbitmq openstack integr config ssl openstack integr ssl key heat requir packag heat common key file etc heat ssl privat fqdn pem crt file openstack integr param cert path file key file servic tag heat servic exec updat ca certif servic tag heat servic els key file undef crt file undef class heat keyston authtoken password big secret user domain name default project domain name default auth url openstack integr config keyston admin uri auth uri openstack integr config keyston auth uri memcach server openstack integr config memcach server class heat rabbit userid heat rabbit password even bigger secret rabbit host openstack integr config ip url rabbit use ssl openstack integr config ssl rabbit port openstack integr config rabbit port databas connect mysql pymysql heat heat heat charset utf debug true class heat db mysql password heat class heat keyston auth password big secret configur deleg role true public url openstack integr config base url v tenant id intern url openstack integr config base url v tenant id admin url openstack integr config base url v tenant id class heat keyston domain domain password oh secret keyston user role heat admin heat heat file root openrc class heat client class heat api bind host openstack integr config host worker use ssl openstack integr config ssl cert file crt file key file key file class heat engin auth encrypt key azertyuiopmlkjhgfdsq heat metadata server url openstack integr config base url heat waitcondit server url openstack integr config base url v waitcondit heat watch server url openstack integr config base url class heat api cloudwatch bind host openstack integr config host worker use ssl openstack integr config ssl cert file crt file key file key file class heat api cfn bind host openstack integr config host worker use ssl openstack integr config ssl cert file crt file key file key file;1
15;defin oslo polici configur oslo polici option resourc configur oslo polici resourc openstack servic manag oslo polici section given config resourc paramet polici file option json file defin polici string valu default os servic default polici default rule option default rule enforc request rule found string valu default os servic default polici dir option directori polici configur file store relat directori search path defin config dir option absolut path file defin polici file must exist directori search miss empti directori ignor list valu default os servic default defin oslo polici polici file os servic default polici default rule os servic default polici dir os servic default servic default polici dir polici dir orig join array polici dir els polici dir orig polici dir polici option oslo polici polici file valu polici file oslo polici polici default rule valu polici default rule oslo polici polici dir valu polici dir orig creat resourc name polici option;1
16;notic modular odl servic pp class opendaylight servic;1
17;configur swift slo exampl includ swift proxi slo paramet max manifest segment max manifest segment default max manifest size max manifest size default min segment size minim segment size default rate limit segment start rate limit slo segment serv nth segment segment object default rate limit segment per sec segment rate limit kick object limit segment serv n per second mean rate limit default max get time time limit get request second default author xingchao yu yuxcer gmail com copyright copyright unitedstack licens unitedstack com class swift proxi slo max manifest segment max manifest size min segment size rate limit segment rate limit segment per sec max get time includ swift dep concat fragment swift slo target etc swift proxi server conf content templat swift proxi slo conf erb order;0
18;class murano db configur murano databas paramet databas connect option non sqllite databas murano default mysql murano secret localhost murano databas max retri option maximum number databas connect retri startup set specifi infinit retri count default os servic default databas idl timeout option timeout idl sql connect reap default os servic default databas retri interv option interv retri open databas connect default os servic default databas min pool size option minimum number sql connect keep open pool default os servic default databas max pool size option maximum number sql connect keep open pool default os servic default databas max overflow option set use valu max overflow sqlalchemi default os servic default databas db max retri option maximum retri case connect error deadlock error error rais set specifi infinit retri count default os servic default class murano db databas connect mysql murano secret localhost murano databas idl timeout os servic default databas min pool size os servic default databas max pool size os servic default databas max retri os servic default databas retri interv os servic default databas max overflow os servic default databas db max retri os servic default note aderyugin order keep backward compat reli pick function use murano myparam murano db myparam specifi databas connect real pick murano databas connect databas connect databas idl timeout real pick murano databas idl timeout databas idl timeout databas min pool size real pick murano databas min pool size databas min pool size databas max pool size real pick murano databas max pool size databas max pool size databas max retri real pick murano databas max retri databas max retri databas retri interv real pick murano databas retri interv databas retri interv databas max overflow real pick murano databas max overflow databas max overflow valid databas connect real mysql pymysql postgresql oslo db murano config connect databas connect real idl timeout databas idl timeout real min pool size databas min pool size real max pool size databas max pool size real max retri databas max retri real retri interv databas retri interv real max overflow databas max overflow real db max retri databas db max retri;0
19;class midonet midonet api instal check midonet midonet api class full understand use midonet api resourc author midonet http midonet org copyright copyright c midokura sarl right reserv licens apach licens version licens may use file except complianc licens may obtain copi licens http www apach org licens licens unless requir applic law agre write softwar distribut licens distribut basi without warranti condit kind either express impli see licens specif languag govern permiss limit licens class midonet cluster instal packag name midonet cluster mem fals packag midonet cluster ensur present name packag name mem packag midonet cluster mem ensur present requir class midonet repositori els notic skip instal midonet cluster mem;0
20;class design keyston auth configur design user servic endpoint keyston paramet password password design user requir email email design user option default design localhost auth name usernam design servic option default design configur endpoint design endpoint configur option default true configur user design user configur default true configur user role design user role configur default true servic name option name servic default design servic type type servic option default meter servic descript descript keyston servic option default openstack dnsaa servic region region endpoint option default regionon tenant tenant design user option default servic public url option endpoint public url default http url contain trail admin url option endpoint admin url default http url contain trail intern url option endpoint intern url default http url contain trail exampl class design keyston auth public url https intern url https admin url https class design keyston auth password fals email design localhost auth name design servic name design servic type dns servic descript openstack dnsaa servic region regionon tenant servic configur user true configur user role true configur endpoint true public url http v admin url http v intern url http v keyston user role auth name tenant servic name design api keyston resourc servic ident design configur user configur user configur user role configur user role configur endpoint configur endpoint servic name servic name servic type servic type servic descript servic descript region region auth name auth name password password email email tenant tenant public url public url intern url intern url admin url admin url;1
