;texts;labels
10;test scenario found specif test watchdog timeout success caus cold restart test scenario written system test scenario miss test watchdog timeout caus cold restart ;0
11;test scenario found specif test oper respons projectb dispos test written exist test scenario suffici cover portion mission system test scenario miss test projectb dispos ;0
12;test scenario file projectb set doc test scenario safehold endur scenario safehold endur test scenario written ensur bunch command gce enabl power movement etc appropri hga given ephemeri date time execut enter inerti mode scienc mode accord gce fsw spec fsw spec revis hga command fsw main processor perform inerti scienc mode help understand tim file projectb set doc attach tim relev portion file pertain tim highlight yellow test scenario file set doc scenario test ensur system enter inerti mode ;0
13;test scenario file projectb set doc test scenario warm restart delta verif primari thruster burn durat chang second help understand tim file projectb set doc attach tim relev portion file pertain tim highlight red test scenario setup state primari thruster use modif command burn durat set second follow scenario step second chang second entri delta mode verifi along command durat verifi delta mode use primari thruster set verifi command durat second test scenario file set doc scenario warm restart delta burn durat valid indic second ;0
14;test scenario file projectb set doc scenario amf one thruster significantli reduc tsf test fdc vagu written need clarifi respect requir test follow note impli either weak set requir vagu understand requir test scenario test scenario explicit respect fail thruster tsf note scott think fdc may trip plan run scenario outlin basic see happen fdc trip abort maneuv time avail rerun scenario larger decreas fail thruster tsf mayb test scenario file set doc scenario one thruster reduc tsf scenario statement vagu ;0
15;test scenario file projectb set doc test scenario orbit circular thruster statement scenario rais concern possibl thruster fire simultan could result damag ace electron appear explicit test ensur flight softwar protect event concern test scencario explicitli test ensur fsw simultan fire thruster could damag ace hardwar addit test scenario case test scenario statement describ thruster event note import make sure thruster select delta use puls control thruster use puls attitud control insur thruster maximum fire given time primari thruster use delta puls mode backup thruster use puls attitud control could thruster fire given instanc result possibl damag ace electron test scenario file set doc scenario orbit circular thruster test simultan fire thruster ;0
16;test scenario file projectb set doc scenario delta fail accept torqu command torqu cmd effect volt one statement replac help understand tim test scenario file projectb set doc attach relev section test scenario document pertain tim highlight yellow test scenario statement note power verifi ace indic correct matrix use indic power follow statement use rather sinc reaction wheel power case still enabl run although comput gyro bias incorrect especi sinc still spin test scenario file set doc scenario delta failur chang ;0
17;test scenario file projectb set doc test scenario inerti hold mode iru versu rate miscompar fdc checkout two statement use prime backup revers help understand tim file projectb set doc attach tim relev portion file pertain tim highlight red test scenario statement set gyro backup command set backup axi gyro iru channel bia result rate deg sec follow three scenario statement appear use prime backup revers fdc ace iru prime versu ace iru backup versu primari rate trip caus rtss would autonom transfer use prime backup gyro channel axi disabl verifi axi rate inform remain prime gyro channel index iru bodi iru prime backup sinc backup prime disabl last bullet info see could backup verifi axi rate inform remain prime gyro channel index iru bodi iru test scenario file set doc scenario inerti hold mode use prime backup gyro revers ;0
18;test scenario file projectb set doc scenario part nomin separ sunacq part propuls system pressur safehold thruster puls test test transit safehold ace sunacq mode complet test also test transit safehold ace sunacq mode test scenario file set doc scenario part test transit safehold ace sunacq mode ;0
19;comment line file fsw share inc osmod indic valu cpu common num misc counter defin valu line number counter defin incorrectli could lead array misc counter array declar wrong unintend size struct mode log type line possibl unintend implic behavior code exampl array size actual use counter purpos cpu sbc sdn telemetri layout chose valu work cpu specif cpu updat use counter couter stay clear projectb dcr defin cpu common num exec counter defin cpu common num misc counter inst fsw code comment discrep regard size array ;0
20;file fsw cpu eve task hbhandler variabl cmd time statu declar line initi line valu never use thereaft code exampl time system cmd time uint cmd time statu uint cmd uint cmd len uint cmd statu okay rjct uint cmd len statu okay rjct uint cmd par statu okay rjct uint cmd exe statu okay fail uint cmd data uint cmd data uint diagtypedata uint port uint valu uint tmpdata int uint bitsset uint ierivrdata get timestamp cmd time statu time getsystemtai cmd time addit occurr token cmd time statu function cmdhandler line unus variabl inst fsw code file fsw cpu eve task hbhandler ;0
21;file fsw cpu eve task sctask function prolog line state routin eventf call task main howev eventf fact call anywher task main rest function list call task main actual call possibl error either task main code function prolog possibl event messag implement code remov prolog updat code exampl routin call task init sbreceiv copi get time process request process atp command process rtp command eventf updat next time servic switch pend inconsist function prolog inst fsw code file fsw share sblogfil possibl miss function call ;0
22;file fsw void refer argument avoid compil warn return fals inconsist inst fsw code file fsw share sblogfil function state return true fals alway return fals ;0
23;possibl array index bound except buffer overflow qcp src setmodtbl sprintf could caus buffer overflow line copi flnm size string could potenti size cfgflpth charact qcp config instrument config plu termin null charact would overflow similar issu occur line code exampl sprintf flnm sqcp config instrument config cfgflpth sprintf shmptr logflmsgbuf shmptr logflincnt log buf getmodtbl err could open config file exit flnm sprintf shmptr logflmsgbuf shmptr logflincnt log buf getmodtbl could open config file flnm projectb ground system qcp setmodtbl possibl buffer overflow ;0
24;possibl array index bound condit qcp src setconprm sprintf could caus buffer overflow line copi cfgnum size string could potenti size shmptr cfgflpth shmptr qcpnm code exampl sprintf cfgnm sqcp config conn config shmptr cfgflpth shmptr qcpnm projectb ground system qcp setconprm possibl buffer overflow ;0
25;eleven instanc possibl buffer overflow occur file qcp src qcpmd instanc main function call argument second argument least size charact length array index bound except occur line check paramet argv copi tlmflpthflnm line exist three similar issu line due argument length check code exampl strcpi tlmflpthflnm argv vcidx atoi argv errflsz atoi argv shmptr vcdusz idx atoi argv fidx atoi argv lprevimseqnum strtoll argv lprevvcseqnum strtol argv lprevstptm strtoll argv fclstm strtoul argv rbldflg atoi argv tlmvccnt atoi argv atoi argv errupdtcnt atoi argv tlmupdtcnt atoi argv flnmlgth strlen tlmflpthflnm memcpi flnm tlmflpthflnm flnmlgth memcpi idxflpthflnm tlmflpthflnm flnmlgth memcpi qacflpthflnm tlmflpthflnm flnmlgth memcpi errflpthflnm tlmflpthflnm flnmlgth instanc refer section code check argument argv copi tlmflpthflnm line valu given main function length charact caus idxflpthflnm access bound caus array index bound except line addit previou array index bound except could occur line length argv charact longer actual idxflpthflnm may use index valu still signific number valu could caus error index would caus error elsewher instanc refer section code check argument argv copi tlmflpthflnm line valu given main function length charact caus qacflpthflnm access bound caus array index bound except line addit previou array index bound except could occur line length argv charact longer actual qacflpthflnm may use index valu still signific number valu could caus error index would caus error elsewher instanc refer section code check argument argv copi tlmflpthflnm line valu given main function length charact caus errflpthflnm access bound caus array index bound except line addit previou array index bound except could occur line length argv charact longer actual errflpthflnm may use index valu still signific number valu could caus error index would caus error elsewher instanc sprintf could caus array index bound condit line copi cmd size string could potenti size errflpthflnm charact string null charact similar issu occur line code exampl errupdtcnt sprintf cmd errflpthflnm system cmd tlmupdtcnt sprintf cmd tlmflpthflnm system cmd tlmupdtcnt errupdtcnt sprintf cmd idxflpthflnm system cmd instanc sprintf could caus buffer overflow line shmptr sflspkt vcidx idx flnm declar line qcp src qcp array size flnm third argument sprintf statement declar line qcp src sharmem size index larger presum contain charact filenam extens howev addit charact may consid charact filenam maximum size flnm size third argument sprintf statement may use index valu wherea legal valu similar issu may caus flnm size shmptr sflspkt vcidx idx flnm use index legal allow possibl access memori one index beyond end array may result take account charact take space addit three charact filenam extens addit issu room made trail null charact event filenam extens ever use function printf could anoth issu also code exampl sprintf shmptr sflspkt vcidx idx flnm tlm flnm projectb ground system qcp qcpmd possibl buffer overflow ;0
26;two instanc possibl buffer overflow occur file qcp src qcplog instanc line sprintf caus buffer overflow copi lsflnm size string potenti size shmptr lspth shmptr qcpnm charact string null charact code exampl sprintf lsflnm qcplog shmptr lspth shmptr qcpnm instanc line sprintf caus buffer overflow copi cmd size string potenti size shmptr logflpth charact null charact could caus overflow logflpth maximum allow size code exampl sprintf cmd mkdir shmptr logflpth projectb ground system qcp qcplog possibl buffer overflow ;0
27;six instanc possibl buffer overflow occur file qcp src qcpflindb instanc line sprintf caus buffer overflow copi chkpth size string potenti size shmptr opath shmptr insnam size least add charact alway present null charact third fourth sprintf argument reach maximum size buffer overflow code exampl sprintf chkpth index backup shmptr opath shmptr insnam shmptr pinsid instanc line sprintf caus buffer overflow copi isflnm size string potenti size shmptr lspth shmptr qcpnm charact string code exampl sprintf lsflnm qcpfldb shmptr lspth shmptr qcpnm instanc line sprintf caus buffer overflow copi lsflnm size string potenti size shmptr lspth shmptr qcpnm also charact string null charact code exampl sprintf lsflnm qcpfldb rsrt shmptr lspth shmptr qcpnm instanc line sprintf caus buffer overflow copi chkpth size string potenti size shmptr opath shmptr insnam size least size charact string code exampl sprintf chkpth index qcp shmptr opath shmptr insnam shmptr pinsid instanc line sprintf caus buffer overflow copi lsflnm size string potenti size shmptr lspth shmptr qcpnm also charact string null charact code exampl sprintf lsflnm qcpfldb rsrt shmptr lspth shmptr qcpnm instanc line sprintf caus buffer overflow copi chkpth size string potenti size shmptr opath shmptr insnam size least charact null charact code exampl sprintf chkpth index qcp shmptr opath shmptr insnam shmptr pinsid projectb ground system qcp qcpflindb possibl buffer overflow ;0
28;thirteen instanc possibl buffer overflow occur file qcp src qcpcc instanc line sprintf caus buffer overflow copi cmd size string potenti size shmptr exflpth size addit charact string plu null charact add similar issu line code exampl sprintf cmd sqcpclose shmptr exflpth sprintf cmd sqcplog shmptr exflpth sprintf cmd sqcpflindb shmptr exflpth sprintf cmd sqcpclient shmptr exflpth conid sprintf cmd skillqcp user sam killqcp shmptr exflpth sprintf cmd sqcpclient shmptr exflpth instanc line sprintf caus buffer overflow copi isflnm size string potenti size shmptr lspth shmptr qcpnum charact string possibl length file path constrain possibl file path get long code exampl sprintf lsflnm qcpcc shmptr lspth shmptr qcpnm instanc line sprintf caus buffer overflow copi chkpth size string potenti size shmptr dpath shmptr qcpnum string also contain charact null charact possibl length file path constrain possibl file path get long begin code exampl sprintf chkpth scmd shmptr dpath shmptr qcpnm instanc line sprintf caus buffer overflow copi difflnm size string potenti size chkpath possibl length file path constrain possibl file path get long begin code exampl sprintf dirflnm chkpth instanc sinc pinsid pointer instrument declar int could becom larg enough overflow buffer accord comment line appear never becom larger length singl digit even line newlin charact take second locat buf array leav room trail sprintf buf sprintf buf qcpinit bwrtn write infd buf instanc line sprintf caus buffer overflow copi flnm size string potenti size shmptr dpath shmptr dirrspapid seq alway valu unixtm possibl length file path constrain possibl file path get long begin code exampl sprintf flnm sstat pkt shmptr dpath shmptr dirrspapid seq shmptr unixtm instanc line sprintf caus buffer overflow copi cmd size string potenti size path path possibl length file path constrain possibl file path get long begin code exampl sprintf cmd skillqcp path path projectb ground system qcp qcpcc possibl buffer overflow ;0
29;statement line end semi colon prior first open brace block semi colon misplac remov code exampl vcin vcidptr flinshptr vcduptr errcnt vcin vcidptr flinshptr vcduptr errcnt errvcseqnum vcin vcidptr flinshptr vcduptr errvcseqnum btswrtn write flinsh vcidptr flinshptr errfd shmptr frmbuf conid ocnt frm shmptr vcdusz btswrtn shmptr vcdusz projectb ground system qcp qcp possibl misplac semicolon ;0
30;four instanc possibl buffer overflow occur file qcp src qcp instanc line sprintf caus buffer overflow copi cmd size string potenti size flin fllpthflnm shmptr insnam shmptr opth flin flnm charact string code exampl sprintf cmd err tmp err flin vcidptr flinptr fllpthflnm shmptr opath shmptr insnam shmptr pinsid flin vcidptr flinptr flnm instanc line sprintf caus buffer overflow copi cmd size string potenti size shmptr opath shmptr insnam flin flnm flin fllpthflnm charact string code exampl sprintf cmd tmp tlm tlm shmptr opath shmptr insnam shmptr pinsid flin flinsh flinptr flnm fllpthflnm instanc line sprintf caus buffer overflow copi evntstr size event str lng string potenti size idxflnum char rest string sprintf size charact code exampl sprintf evntstr qcp chkflstocl cannot creat idx file idxflnm instanc line sprintf caus buffer overflow copi fllpthflnm size string potenti size fllpthflnm space also need null charact code exampl sprintf flin flinsh flinptr fllpthflnm fllpthflnm projectb ground system qcp qcp possibl buffer overflow ;0
31;possibl buffer overflow qcp src getmodtbl line sprintf may caus buffer overflow copi flnm size string potenti size shmptr cfgflpth charact string similar error line shmptr size may string size copi flname charact null charact code exampl sprintf flnm sqcp config instrument config shmptr cfgflpth sprintf shmptr logflmsgbuf shmptr logflincnt log buf getmodtbl err could open config file exit flnm projectb ground system qcp getmodtbl possibl buffer overflow ;0
32;possibl buffer overflow qcp src getinsid line sprintf caus buffer overflow copi cfgnm size string potenti size shmptr cfgflpth shmptr qcpnm quot string add addit charact buffer overflow possibl unless array point shmptr constrain length due data content code exampl sprintf cfgnm sqcp config pinstrument config shmptr cfgflpth shmptr qcpnm projectb ground system qcp getinsid possibl buffer overflow ;0
33;six instanc possibl buffer overflow occur file qcp src getconprm six buffer overflow occur unless content array question constrain length due particular data store buffer instanc line sprintf caus buffer overflow copi cfgnm size string potenti size shmptr cfgflpth shmptr qcpnm code exampl getconprm sharmem shmptr int mod char evntstr char cfgnm cmd int cfgfd int prmcnt concfgcnt opnbckupcfg tmout conid conact ret comprm memset sizeof sprintf cfgnm sqcp config conn config shmptr cfgflpth shmptr qcpnm instanc line sprintf may caus buffer overrun sinc cmd size exflpth size code exampl sprintf cmd sqcpclient shmptr exflpth conid instanc array index qcpnm may outsid bound line array qcpnm size declar sharmem may use index valu prm size code exampl strcpi shmptr conconfig conid qcpnm prm instanc array index fepprinam may outsid bound line array fepprinam size declar sharmem may use index valu prm size code exampl strcpi shmptr conconfig conid fepprinam prm instanc possibl buffer overflow qcp src getconprm array index fepactnam may outsid bound line array fepactnam size declar sharmem may use index valu prm size code exampl strcpi shmptr conconfig conid fepactnam prm instanc array index fepbcknam may outsid bound line array fepbcknam size declar sharmem may use index valu prm size code exampl strcpi shmptr conconfig conid fepbcknam prm projectb ground system qcp getconprm possibl buffer overflow ;0
34;possibl buffer overflow qcp src chkdir variabl prm declar array char string length declar array type drct structur array char int line char array line nmln strlen prm array char string thu possibl nmln length possibl line memcpi copi charact nmln charact length code exampl char prm prm prmcnt idx prmcnt nmln strlen prm prmcnt prm prmcnt nmln tstext prm prmcnt nmln tstext prm prmcnt nmln tstext prm prmcnt nmln tstext memcpi flcnt prm prmcnt nmln projectb ground system qcp chkdir possibl buffer overflow ;0
35;requir test fsw test prc even though trace procedur rtvm appear requir verifi test procedur req inst fsw shall map pstarget regist pci space inst requir test procedur list rtvm ;0
36;follow requir need updat requir specif due note rtvm regard test inst abil enabl req state inst fsw shall implement separ enabl turn command control decontamin heater relay design chang longer applic req state inst fsw shall maintain non volatil modifi configur inform map resolv indic posit absolut step number design chang longer applic req state inst fsw shall util shortest possibl filter mechan movement reach design safe posit upon enter safe mode design chang longer applic req state inst fsw shall allow configur number sampl taken determin resolv read inst requir need updat requir specif ;0
37;verifi requir look telemetri suffici valu set disabl actual disabl auto restart featur addit step verifi auto restart featur disabl req inst fsw shall configur atmel disabl auto restart featur inst requir fulli test ;0
38;task check command cannot found fsw main test prc verifi requir req inst fsw shall respond task task check command issu task check telemetri packet inst requir may fulli test ;0
39;requir list test fsw main test prc clear whether anomal condit possibl continu event messag occur requir actual verifi req instrument shall design system flood channel event messag case anomal condit continu gener event messag inst requir may fulli test ;0
40;requir state fsw shall accept command configur por safe state test procedur fsw test prc refer por state safe state appear verifi req inst fsw shall accept command configur por safe state fsw test prc load por section satisfi fsw requir load move wheel write write section satisfi fsw requir write new proc fswacc por load start fswacc por load inst requir fulli test ;0
41;inst fsw requir state softwar shall adher interfac requir detail high speed icd inst fsw requir state softwar shall compli inst projectb icd interfac requir document track test one line rtvm ensur requir implement test req inst fsw shall adher high speed data rate interfac requir detail high speed hsb interfac control document icd cdh icd req inst fsw shall compli inst projectb spacecraft icd inst icd inst interfac requir formal track test ;0
42;discrep pwr icd rev cdh icd draft first refer sdn asd contain one bit regist section second refer sdn asd contain one bit regist section discrep regist size interfac document ;0
43;section mux control regist decript mux refer mux rather mux document mux logic high mux enabl pwm circuit error section mux control regist pse interfac document ;0
44;requir icd requir sequenc order solar array segment turn icd mention segment order appendix softwar batteri charg control segment control miss requir turn solar array segment ;0
45;inform contain projectb projectb project telemetri output flight softwar requir specif fsw spec revis requir state construct fill packet flight softwar shall set packet data region ccsd sourc telemetri packet byte count pattern start zero projectb projectb project comm etu flight card interfac descript document cdh icd revis effect date june tabl fill frame format state pdu packet data zone pack data bit count start repeat fill pdu bit count discrep requir interfac document ;0
46;projectb projectb attitud control subsystem flight softwar fsw requir specif fsw spec revis contain two requir specifi null command sent thruster icd projectb projectb attitud control electron hardwar softwar icd revis effect date march contain document null command exit delta mode fsw shall send null command thruster disabl thruster exit delta mode fsw shall send null command thruster disabl thruster null command thruster defin icd ;0
47;fepvcduwriterstatist cpp function resetcount save execut time logic line combin togeth within one loop projectb ground logic improv suggest ;0
48;file fepcaduread cpp function fepcaduread run contain firstreadafterconnect true bytesread magic number projectb ground magic number ;0
49;file fepcadublockqueu cpp method fepcadublockqueu load alloc space heap point member data line never delet projectb ground alloc memori without delet ;0
50;file fepvcduwriterstatist cpp function fepvcduwriterstatist getpcramoverrunmarginvalu valu variabl pcramoverrunmarginlow pcramoverrunmarginhigh revers float pcramoverrunmarginlow float pcramoverrunmarginhigh projectb ground valu pcramoverrunmarginlow pcramoverrunmarginhigh may revers ;0
51;file fepdirectivehandl cpp function fepdirectivehandl resetcount alway return valu true condit would result fals valu need return valu condit exist function bool fepvcduwriterstatist processonevcdu found file fepvcduwriterstatist cpp projectb ground return valu alway true ;0
52;usual variabl name longer charat compil truncat charactor exampl compil may chop name maximumnumberofconsecutivezerobytesreadinput maximumnumberofconsecutivezerobi two variabl name becom variabl name may problem suggest shorten name sever variabl fepvcduwritercommon hpp sever exampl unsign int maximumnumberofconsecutivezerobytesreadinput unsign int maximumnumberofconsecutivezerobytesread function name problem suggest shorten name sever variabl file fepstatuscr cpp packet settotalframesreceivedlockedtosearch statist gettotalframesreceivedlockedtosearch packet settotalframesreceivedreedsolomonclean statist gettotalframesreceivedreedsolomonclean packet settotalframesreceivedreedsolomoncorrect statist gettotalframesreceivedreedsolomoncorrect packet settotalframesreceivedreedsolomonfail statist gettotalframesreceivedreedsolomonfail packet settotalvcdusequencenumbergap statist gettotalnumberofvcdusequencenumbergap packet settotalimpdusequencenumbergap statist gettotalnumberofimpdusequencenumbergap projectb ground variabl function name long ;0
53;comment immedi preced function definit fepvcduwriterobserv remov file fepvcduwriterobserv cpp state return list verb chang remov order reflect name method projectb ground incorrect comment ;0
54;file fepcaduwrit cpp function run check file isopen true line howev cannot locat file open file check open statu projectb ground check unknown non exist file ;0
55;fepcaduwrit cpp function run compar current time previou time statement currenttim getsecondssinceepoch lasttim getsecondssinceepoch line howev variabl lasttim initi lead unpredict result projectb ground variabl lasttim use initi ;0
56;accord code standard end brace comment provid long multipl level logic difficult trace end brace close statement logic happen multipl file function exampl fepcaduread run multipl level loop statement setup without end brace comment difficult trace open brace end brace close also fepcaduwrit run fepqcplisten run fepvolumemanag process line etc projectb ground lack end brace comment ;0
57;accord code standard variabl declar begin function howev function variabl declar occur middl function happen multipl function multipl file exampl fepcaduread run variabl firstreadafterconnect readok declar middl loop fepcaduwrit createdirectori variabl messag declar middl loop fepqcplisten run variabl writesocket line fepvcduwriterobserv populatefil variabl itemtyp line filetimesecondssinceepoch line fepvcduwriterobserv creat variabl reserv line endoftransmiss line fepvcduwritercommon processonefil variabl bytesread line etc projectb ground variabl declar middl function ;0
58;function pwm control line correspond pwr fdc spec spec draft date pwr state use pwm error flag set pse control css sun angl howev function test pwm pwm bound rather list item spec check bound discrep need resolv projectb spacecraft fdc implement pwm control match fdc spec trace ;0
59;declar variabl symbol access valu assign statement retriev valu return call function cphandler cmd time statu time getsystemtai cmd time hbhandler time statu time getsystemmet time met hbhandler time statu time getsystemstcf time stcf hbhandler time statu time getleap time leap second hbimag uint meg test imag index bank hbimag uint meg test imag index bank hbimag uint meg test imag index bank hbimag uint meg test imag index bank hbsharedmemorytest statu pcibusfastwrit uint eve info ice base ice itr uint itrdata eve info ice access hbsharedmemorytest statu pcibusfastread memaddressbuf uint memdatainitbuf test word eve info ice access hbsharedmemorytest statu pcibusfastwrit memaddressbuf uint memdatawritbuf test word eve info ice access hbsharedmemorytest statu pcibusfastread memaddressbuf uint memdatareadbuf test word eve info ice access hbsharedmemorytest statu pcibusfastread uint eve info ice base ice uint isrdata eve info ice access hbsharedmemorytest statu pcibusfastread uint eve info ice base ice uint isrdata eve info ice access hbtestpattern write statu pcibusfastwrit ice test pattern address hbtestpattern write statu pcibusfastwrit ice test pattern address rsmain uint statu tphandler cmd time statu time getsystemtai cmd time inst code declar variabl access ;0
60;appear misplac comma constant instead numer logic oper unclear purpos statement file path fsw cpu eve task hbhandler line number code swif config swif config swif config dma done int ena inst code comma oper exist place logic arithmet oper ;0
61;condit line file scatsrq comment indic assign oper use instead equal oper file path fsw cpu eve task scatsrq code cmd statu index tabl cmd number execut inst code assign oper use instead instead equal oper ;0
62;file function prolog kept use old descript updat accord new function file prolog rbelcmd sdnrbel function prolog rbel cmd load memori rbel basedbootload function name prolog function rbel flushram unmatch projectb spacecraft sdn rbel fsw file function prolog need updat ;0
63;test summari sbc bac attdet process requir fulli test verif statu show pass follow requir sub requir test test summari sbc bac attdet process requir yet finish test sub requir test build suggest requir verif statu chang incomplet sub requir complet test fail test upper level requir indic pass projectb spacecraft upper level requir indic pass sub requir test ;0
64;requir test proc sbc bac attdet kalman check prc howev test result summari indic pass review walk thru meet accord test team requir unabl test produc neg case diagon element howev requir verifi inspect fsw sourc code requir test verif statu requir indic pass test team provid updat verif result requir projectb spacecraft requir test proc sbc bac attdet kalman check prc ;0
65;requir test proc sbc bac attdet kalman prc test proc sbc bac attdet process prc projectb spacecraft requir test proc sbc bac attdet kalman prc ;0
66;test summari sbc bac attdet kalman upper level requir indic pass sub requir show unabl test proc sbc bac attdet kelman check prc accord statement proc line sbc bac atttdet kalman check prc requir abl test verif statu show pass note requir test updat error covari diverg propag error covari alreadi diverg prevent updat error covari comput valid sub requir complet test fail test upper level requir indic pass case requir unabl test test team provid detail decript requir unabl test demonstr verifi differ test method inspect test team decid verifi requir inspect fsw inspect sourc code first indic pass fail base inspect result projectb spacecraft test upper level requir indic pass sub requir show unabl test ;0
67;gsrttestmatrix document second node node interfac test inconsist dmr dmr test requir state primari workstat shall enabl disabl altern remot command sourc default start configur shall primari workstat enabl command sourc dmr test object state kbp cmd instrument egs cmd area make mention primari workstat inconsist interfac test kind exampl dmr test object state prime workstat hazard command screen kbp cmd instrument egs cmd area maintain consist document ensur complet test coverag necessari test object dmr edit includ statement referenc prime workstat prime workstat remot command enabl disabl altern remot kbp cmd test object consist address gsrt test matrix dmr ;0
68;gsrttestmatrix document node node interfac test inconsist dmr dmr test requir state shall support oper interfac languag edit capabl dmr test object state stol languag test object address part requir specifi edit capabl parent requir dmr dmr dmr found test object parent requir need includ test object child requir appropri dmr test object would stol languag editor applic combin child requir test object current word dmr test object complet address requir test object complet address gsrt test matrix dmr ;0
69;gsrttestmatrix document node node interfac test inconsist dmr dmr test requir state shall support ccsd version telemetri format dmr test object state projectb band data kbp data packet kbp per moc design spec although object verifi variou speed telemetri packet complet ensur format packet need specif test object assur requir correctli consist test test object consist address gsrt test matrix dmr ;0
70;gsrttestmatrix document node node interfac test inconsist dmr dmr state shall distribut real time observatori health safeti telemetri projectb support equip locat launch site seven day launch dmr test object kbp data object address requir health safeti distribut seven day although object statement may verifi health safeti telemetri distribut period time sinc seven day requir word maximum limit state test object complet address dmr test object complet address gsrt test matrix dmr ;0
71;gsrttestmatrix document node node interfac test inconsist dmr dmr state mini moc shall provid capabl maintain health safeti projectb wsc facil minimum durat six week event primari moc facil gsfc render unus dmr test object node node interfac test respect sdog statu sfdu voic kbp cmd sfdu contain sdog control direct none object individu collect address requir health safeti maintain minimum durat six week although object may verifi health safeti maintain period time sinc week object state test object complet address dmr test object complet address gsrt test matrix dmr ;0
72;gsrttestmatrix document node node interfac test inconsist dmr dmr test requir state nomin oper phase extern network provid radiometr track support respect ground station support shall consist two minut pass twice week two consecut day week extern network shall provid coher doppler data tone rang angl track data format utdf transmit via file transfer method track measur accuraci earli mission phase track data provid within minut complet pass dmr test object state radiometr trk data doppler angl rang tone trk data post pass min per day consecut day everi week one sampl sec requir specifi two minut pass twice per week everi week state test object also test object word specifi number consecut day test object correctli address gsrt test matrix dmr ;0
