;texts;labels
304;fix wrong index calc sigx ;1
305;fix document develop ;1
306;fix declrataion innder document chkdilatmx ;1
307;fix intern link gener file ;1
308;fix problem found abilint ;1
309;fix gub endif miss ;1
310;remov one unus arg fix bug ;1
311;fix problem tdepe also defin depe plot ;1
312;fix remain problem backlink topic ;1
313;fix bug creat problem link ;1
314;bug correct stress fock ace ;1
315;fix bug ddb interpol ;1
316;fix problem abiref debug ;1
317;fix one remain effmass ;1
318;final fix problem newlin imgmov ;1
319;correct nonlop ;1
320;fix bug outdm report nag cnli fft close temp unit ;1
321;fix spell error msrq output ;1
322;fix bug fock parallel metal occup document libxc option hybrid function ;1
323;fix abirul correct memori leak ;1
324;fix bug ;1
325;fix bug luca baguet tolrd read anymor ;1
326;anoth correct abirul ;1
327;small bug fix write xml coeffici ;1
328;two bug fix copi wrong effpot mover improv zheevd use magma domin forum ;1
329;fix portabl problem configpars detect pyk ;1
330;correct link abinit var yml ;1
331;fix minor problem modifi abinit var yml ;1
332;correct even link ;1
333;bug correct paw fock forc work hydrogen ;1
334;fix memori leak smpbz fix incorrect link ;1
335;correct multibinit ;1
336;bug fix use bla intead matmul fock increment array ;1
337;small fix ;1
338;bug fix pawdij concern electronpositron thank wiktor ;1
339;small bug fix farmtest ;1
340;mani small fix ;1
341;mani small fix ;1
342;small fix succ test ;1
343;fix spell error error statement nddb ;1
344;fix alloc problem howev max still complain test libxc find bug exclud host ;1
345;quick fix mover remov useless error messag ;1
346;merg error correct ;1
347;fix bug updat remain refer ;1
348;mani link fix ;1
349;fix problem report michiel ;1
350;fix abirul violat modifi initaim ;1
351;fix sever problem detect test farm ;1
352;bug correct test farm abiref ;1
353;fix link ;1
354;fix sever link ;1
355;fix mani link ;1
356;fix link ;1
357;fix link ;1
358;bug fix relat intel ifort issu jzwanzig ;1
359;bug fix relat intel ifort issu ;1
360;introduc new test libxc pseudopotenti nonlinear core correct fix problem detect ;1
361;fix miss declar ;1
362;fix problem abirul test ;1
363;shorten fix ;1
364;attempt correct bug relat treatment long rang part phonon potenti ;1
365;minor fix pass test farm ;1
366;updat two refer file rhog extract allow fix bug ;1
367;bug fix output full msqd matrix weight tetrahedron case ;1
368;bug fix opernld ylm concern choic ;1
369;abinit fix bug relat new supercel latt input ;1
370;xred reject bug fix trial test modif ;1
371;correct ncpp nlcc core correct hybrid function ;1
372;fix bug introduc merg trunk ;1
373;bug correct test farm abiref ;1
374;remov unus variabl small bug fix ;1
375;bug correct merg request ;1
376;bug correct parallel lda ;1
377;fix path problem ;1
378;fix problem sai ;1
379;fix magnet field non collinear case ;1
380;updat electronphononcoupl modul fix bug ;1
381;bug correct test farm ;1
382;bug correct farm test ;1
383;fix import ;1
384;fix import ;1
385;fix import ;1
386;bug fix test case cohen prtden compat parallel atom ;1
387;tent minor bug fix follow guido petretto ;1
388;bug fix dfptnl pert ;1
389;fix hybrid functionn initialis ;1
390;bug correct lda ;1
391;fix non exist datashar ;1
392;fix accumul error lobpcg reach low residu ;1
393;bug correct fock forc ;1
394;fix link ;1
395;fix incorrect link ;1
396;fix problem weight temperatur final ;1
397;fix link ;1
398;fix minor problem robodoc ;1
399;correct core densiti paw ;1
400;fix bug delta weight degener tetra ;1
401;fix problem gaussian weight ;1
402;fix minor bug xmgrace format ;1
403;fix mpi isend irec ;1
404;fix conflict ;1
405;fix bug abi ymlhtml gener special html file improv doc fix minor problem input variabl doc ;1
406;minor fix link ;1
407;fix arg scf histori init ;1
408;fix conflict ;1
409;fix ;1
410;fix text ;1
411;anoth fix effmass ;1
412;fix abi dealloc ;1
413;fix ;1
414;fix mem leak ;1
415;fix xclevel determin ;1
416;fix ;1
417;fix sigsev ifort ;1
418;fix call syten ;1
419;tri fix encod problem ;1
420;fix bug prevent kxc store ;1
421;fix merg problem ;1
422;fix type error ;1
423;fix fpe ;1
424;abirul fix report ;1
425;fix fpe due ecutsm ;1
426;fix bug accent charact ;1
427;bug correct merg ;1
428;bug correct merg ;1
429;bug correct merg ;1
430;minor fix ;1
431;minor fix ;1
432;minor fix ;1
433;fix bug order loop smpbz ;1
434;must back previou commit fix error ;1
435;fix compil error ;1
436;fix compil error ;1
437;fix compil error ;1
438;fix compil error ;1
439;fix compil error ;1
440;fix compil error ;1
441;fix compil error ;1
442;fix compil error ;1
443;fix bigdft compil error ;1
444;fix compil error ;1
445;fix compil error ;1
446;fix compil error ;1
447;fix compil error ;1
448;fix bug libxc test pass ;1
449;fix wrong link fix minor issu link ;1
450;fix problem test buildsi relat fcflag fixedform fcflag fix borrow torrent wvl paw forc ;1
451;fix compil issu ;1
452;fix ;1
453;fix problem tdepe ;1
454;fix anchor problem bib acknow htm ;1
455;fix makemak error ;1
456;bug fix merg strang ;1
457;fix convers error ;1
458;updat tdfpt mpi due tolrd bug fix ;1
459;bug fix ;1
460;fix minor problem ;1
461;fix minor mainten problem ;1
462;bug fix improv nonlop test ;1
463;fix bug spin hist netcdf ;1
464;fix abirul ;1
465;correct bug prtvol ;1
466;fix undeclar variabl bug ;1
467;fix syntax error ;1
468;fix problem bigdft paral avail ;1
469;fix compil error slave without netcdf ;1
470;bug fix multibinit test paral ;1
471;fix bug new weight ;1
472;error predict pimd correct ;1
473;fix bug supercel gener ;1
474;bug fix error messag optcel nick pike ;1
475;fix initi cant ;1
476;small bug fix document ;1
477;fix mani small error mnemo ;1
478;small fix ;1
479;fix compil error ;1
480;fix bug relat order atom fock ;1
481;fix miss word ;1
482;fix compil error ;1
483;fix compil error ;1
484;correct error ;1
485;bug fix xccc option case ixcrot rotat back mag dfpt ;1
486;fix compil error ;1
487;fix compil error ;1
488;fix compil error ;1
489;fix compil error ;1
490;fix link ;1
491;fix compil error ;1
492;fix link ;1
493;fix compil error ;1
494;fix compil error ;1
495;fix compil error ;1
496;fix compil error ;1
497;fix compil error ;1
498;fix compil error ;1
499;fix compil error ;1
500;fix compil error ;1
501;fix compil error ;1
502;fix compil error ;1
503;fix compil error ;1
504;fix compil error ;1
505;fix compil error ;1
506;fix compil error ;1
507;fix compil error ;1
508;fix compil error ;1
509;fix autopar error paw dmft ;1
510;backport bug fix scalapack ;1
511;fix bug option argument ;1
512;bug fix pawdijxc case pawxcdev rare ;1
513;small bug fix ;1
514;correct bug pawxcdev ;1
515;correct small bug lobpcg suicid ;1
516;fix minor bug ;1
517;anoth bug fix fock ;1
518;refer fix also correct titl ;1
519;correct error dmft solv ;1
520;fix compil error ;1
521;fix compil error ;1
522;fix compil error ;1
523;fix compil error ;1
524;fix compil error ;1
525;fix compil error ;1
526;fix compil error ;1
527;fix compil error ;1
528;fix compil error ;1
529;fix compil error ;1
530;fix bug ;1
531;small bug fix ;1
532;small bug fix ;1
533;fix ;1
534;fix els ;1
535;fix compilatio error ;1
536;fix error ;1
537;correct fix time ;1
538;fix compil error ;1
539;fix compil error ;1
540;fix abibruti error ;1
541;fix compil error ;1
542;fix compil error ;1
543;fix compil error ;1
544;fix compil error ;1
545;fix realloc error ;1
546;fix compil error ;1
547;fix compil error ;1
548;argument dpft scfcv made option debug relat initi rhor rhor etc ;1
549;debug symetri gener anharmon term ;1
550;debug fit process multibinit updat ref test ;1
551;debug ;1
552;correct bug magntiz constraint collinear case one compon potenti updat constraint small beautif extra comment calcdensph mag constr chang refer file ref final result start energi differ previou ref file bug ;1
553;activ bigdft paral test improv ;1
554;problem definit bxc sign miss ;1
555;clean debug ;1
556;debug stress tensor multibinit updat test ;1
557;fix mrgdv issu larg number file ;1
558;debug ascii problem ;1
559;appli make abiauti fix miss continu charact first column abirul ;1
560;fix bug test execut properli simpl mix wfmix one mix ;1
561;fix bug document nkptn also modifi nkpthf document ;1
562;fix minor bug chkinp introduc psp test input file need src iovar chkinp input input input input input ;1
563;minor correct nonlinear ;1
564;improv error msg case paw overlap ;1
565;modif env variabl pass test ;1
566;shorten fix input variabl address shortcut ;1
567;fix new bot add enabl dpc atla gnu renam atla intel paral atla intel openmpi confus crono ;1
568;merg correct nonlinear ;1
569;new automat test dfpt noncollinear field perturb perturb direct reduc speedup bit time length test bug correct dfpt nstdi replac rhodummi actual densiti ;1
570;merg correct part result chang slight chang routin paw chang nonlinear result ;1
571;beautifi doc guid new user start work doc tutori index also fix ;1
572;fix case test use one input variabl none tuto list ;1
573;add treatment unstabl phonon ionmov option fix valu amplitud ;1
574;libxc toler adjust pass test crono ;1
575;correct make paw compat spnorb ;1
576;reimport fix netcdf ddk file need check full suit noe ;1
577;implement correct forc hybrid function non zero valu densfor pred ;1
578;compil error elimin ;1
579;debug unit problem output file bug found petru nag openmpi ;1
580;minor correct known problem ;1
581;merg bug fix remain add prtvol lobpcg updat doc prtvol ;1
582;beautif tutori test suit fix consist new tutori total test file elimin ;1
583;imor verif done abi bibyml treatment phdthesi masterthesi also fix initi databas ;1
584;multibinit quick fix xml relat coeffici ;1
585;fix info tar jean michel also miscellan improv topic ;1
586;fix attempt eph comput point ;1
587;split writ textual output dfptnl pert order pass test farm ;1
588;toler correct test farm ;1
589;small correct pawxcsum remov use pert pert symmetri nonlinear debbug paw ;1
590;love trigger intern compil error ;1
591;defin new test case libxc hse non linear core correct ;1
592;improv error messag integ overflow ;1
593;correct orbmag modul use ;1
594;workaround intern compil error gcc ;1
595;fld option set easi test libxc ;1
596;error merg ;1
597;correct pawrhoij dfptnl accrhoij dfptnl pert ;1
598;correct ;1
599;correct nonlop ;1
600;beautif fix vdw variabl set ;1
601;mistak iovar chkinp correct ;1
602;fix topic input file start prepar find inputvari input file ;1
603;quick fix new paral test ;1
604;correct new calcul mean squar displac gaussian tetrahedron ;1
605;error introduc getghc correct ;1
606;correct error occur effect charg paw occopt empti state ;1
607;link correct topic ;1
608;error correct thank test farm ;1
609;correct calcul mean absolut error spheric avergav speed sound regener correspond test ;1
610;fix call crystal init ;1
611;fix dvdb free ;1
612;fpe fix ;1
613;fix ddbun ddb file ;1
614;fix stuff ;1
615;fix trail white space ;1
616;correct bug averag speed sound deby quantiti ;1
617;fix definit usefock insid setup sigma test libxc pass succeed ;1
618;typo still work crpa bug ;1
619;fix file test paral ;1
620;updat file due fix mnemo typo ;1
621;bug correct test farm ibm ;1
622;bug correct test farm ibm ;1
623;fix matrix size scalapack sinc input variabl avail version ;1
624;bug fix paw ;1
625;remov debug statement symfind fix minor issu doc form chempot input variabl ;1
626;link fix ;1
627;fix charact express truncat assign use fix ;1
628;fix abiref debug conf new abirul ;1
629;fix mani small problem bibtex python script ;1
630;improv abicheck detect problem also fix ;1
631;fix mani link erron chang bse http httpsi fix ;1
632;fix edit github link ;1
633;fix link instal note ;1
634;fix alloc declar alloc use ;1
635;add execut field abinit var yml ;1
636;fix link updat refer ;1
637;fix sever thing wfmix paw ;1
638;multibinit bug fix stress tensor calcul updat ref ;1
639;fix wrong url detect linkcheck ;1
640;bug fix previou commit ;1
641;fix bug order titl subtitl list file also miscellan fix ;1
642;bug correct abiref serial ;1
643;fix wrong link modifi abinit var yml html automat gener varpaw html ;1
644;bug fix ;1
645;fix hyperlink modifi abinit var yml lesson paral gspw html acknowledg html ;1
646;bug fix ;1
647;work around bug mpich ;1
648;bug loop order trialafm ;1
649;modifi test libxc provid ref fix typo doc correct stuff densfor pred ;1
650;remov uns variabl correct chebfi ref sinc precondit typo correct long time ago ;1
651;add imgmov hist file nimag use correct tutori string method ;1
652;appli yml html also correct one link modifi html automat gener vardev html tutori lesson dmft html ;1
653;correct initialis tolrd invar add two test nonlinear paw ;1
654;correct link download boltztrap modifi abinit var yml ;1
655;determin better nbandhf default valu echo nbandhf nkpthf use import stress bug fix fran upgrad mani ref file libxc correct ;1
656;correct bug pawinit ixc initi array zero even ixc ;1
657;add two dataset libxc also correct line implement blyp ;1
658;ref file rede densiti correct paw ;1
659;order dir correct modifi config spec binari conf ;1
660;updat refer file correct order point ;1
661;correct spin free case trial magnet oper ;1
662;correct wrong hyperlink follow websit upgrad ;1
663;copi abiref refer file correct divis zero ;1
664;correct type initialis avoid compil error messag ;1
665;lesson base gener automat howev link yet correct ;1
666;correct inform dpc ;1
667;correct comput dededtau ;1
668;correct alloc ;1
669;correct initi iddk ;1
670;correct doc ;1
671;correct direct dire rfpert ;1
672;correct direct dir rfpert ;1
673;correct ;1
674;correct convers ;1
675;previou fix fulli correct ;1
676;fix miss file input file info html tar archiv ;0
677;correct releas note ;0
678;correct modif doc pip instal requir document ;0
679;updat year copyright fix remain upgrad ;0
680;fix refer abiref bib file ;0
681;fix updat abirul ref ;0
682;remov debug print ;0
683;blyp code includ non linear core correct test adapt ;0
684;souvatzi mention twice fix ;0
685;fix typo topic dft ;0
686;link fix like final ;0
687;fix issu file link messag jmb ;0
688;typo correct gabriel ;0
689;correct html link topic ;0
690;correct use abi alloc abi dealloc macro ;0
691;bug html link ;0
692;fix link updat var html file ;0
693;fix erron remov line ;0
694;fix ref typo ;0
695;numer page number miss fix alreadi sever refer ;0
696;abilint fix typo ;0
697;fix typo ;0
698;fix typo ;0
699;fix typo ;0
700;fix typo ;0
701;fix typo ;0
702;fix refer abiref bib ;0
703;trypo correct ;0
704;includ correct link referecn file tutori base ;0
705;fix typo ;0
706;fix typo builder name ;0
707;fix typo ;0
708;fix typo ;0
709;fix typo ;0
710;fix typo ;0
711;fix typo ;0
712;fix typo ;0
713;fix typo doc ;0
714;fix typo doc ;0
715;correct write ddb nonlinear ;0
716;improv help featur html also fix creation link miss ;0
717;fix differ typo ;0
718;fix robodoc warn ;0
719;fix robodoc warn ;0
720;fix doi martin ;0
721;fix link bibliographi file ;0
722;fix long line ;0
723;fix typo ;0
724;fix typo ;0
725;fix typo ;0
726;fix typo ;0
727;transform full link href shortcut correct target ;0
728;updat refer crpa bug correct ;0
729;fix doc ;0
730;correct typo ;0
731;fix comment ;0
732;link fix ;0
733;fix typo ;0
734;fix typo ;0
735;fix typo ;0
736;fix typo ;0
737;fix typo ;0
738;fix typo pass abilint ;0
739;fix typo ;0
740;fix long line ;0
741;fix file name toptic file ;0
742;minor fix modifi acknowledg html ;0
743;fix typo ;0
744;fix minor problem modifi bibtex ref html ;0
745;fix readm link ;0
746;fix typo ;0
747;fix sever typo ;0
748;fix typo ;0
749;fix typo ;0
750;fix typo ;0
751;fix typo ;0
752;fix typo ;0
753;fix typo ;0
754;fix typo ;0
755;fix typo ;0
756;fix typo ;0
757;fix typo ;0
758;fix link ;0
759;fix incorrect link ;0
760;fix allen refer ;0
761;correct spell error ;0
762;fix differ link ;0
763;fix robodoc warn ;0
764;fix name ;0
765;fix typo ;0
766;fix typo ;0
767;fix typo ;0
768;fix sever typo ;0
769;fix typo ;0
770;fix line long ;0
771;fix typo ;0
772;fix typo ;0
773;fix typo ;0
774;fix typo ;0
775;fix typo ;0
776;fix typo ;0
777;fix typo ;0
778;fix typo ;0
779;fix typo ;0
780;fix typo ;0
781;fix blank ;0
782;correct name refer ;0
783;fix spell error ;0
784;lesson fix ;0
785;fix indent ;0
786;clean topic point ;0
787;document clean chern number ;0
788;updat ref file libxc ;0
789;updat toler ubu intel mpich modifi input ;0
790;improv libxc api implement ;0
791;activ symchi test ;0
792;add miss section test conf concern bigdft paral ;0
793;graphen seem sensit test one extra line diff graphen bot simpli adjust toler ;0
794;fix typo sourc file list ;0
795;debug abiref add transfert ddb dtset header ddb ;0
796;restructur info html tar eas link input file also add short descript ;0
797;multibinit add gener order coeffici ;0
798;beautif varset dev ;0
799;debug sign strain coeffici add new bound process ;0
800;add test nsppol ;0
801;static case debug dbg flag clean todo check test fetch news trunk ;0
802;typo found thank automat test ;0
803;pre merg debug stuff comment todo gener ;0
804;remov debug code ;0
805;clean duplic supercel file ;0
806;activ netcdf ;0
807;vxc noncol debug cplex progress ;0
808;clean suppress debug section ;0
809;reenabl tbuildsi modifi known problem modifi abicheck buildsi test cnf ;0
810;clean calc vhxc ;0
811;clean calc vhxc ;0
812;modifi base file ;0
813;new file miss ;0
814;chang test nonlinear toler ;0
815;yet test argument distribut ;0
816;cleanup add test var test ;0
817;improv tpositron test portabl issu ;0
818;tune psml test make faster ;0
819;multibinit updat test stress term ;0
820;test new abinit var yml file also clean new version abi ymlhtml ;0
821;clean ;0
822;clean gwfockmix ;0
823;clean lesson ucalc crpa ;0
824;improv scalapack support less commun custom automod slk rankpp ;0
825;updat refer test crpa ;0
826;improv elpa detect ;0
827;continu debug ;0
828;debug convers rpt reduc coordin ;0
829;modifi improv portabl ;0
830;clean tutori tdepe ;0
831;clean check list ;0
832;clean simplifi ;0
833;improv doc gitlab github user ;0
834;improv slightli previou commit ;0
835;improv descirpt usepotzero declar dev varset ;0
836;tri improv openmp sure help ;0
837;creat test libxc hse nse hse paw ;0
838;disabl temporarili test libxc ;0
839;final version test libxc test downsampl ;0
840;multibinit chang strain coupl input variabl ;0
841;defin toler way portabl problem toler larg fix ;0
842;multibinit add input variabl strtarget small debug ;0
843;modif support gcc ;0
844;lesson dfpt start renam repsons function dfpt ;0
845;prepar automat test dfpt non collinear mno afm ddk atom field perturb put ;0
846;gnu compil version chane graphen machin ;0
847;replac lesson tutori lesson tutori ;0
848;abilint typo ;0
849;remov debug flush call ;0
850;suppress execut entri abinit var yml updat abivar jar modif also allow recognit namespac namespac ;0
