;texts;labels
118;address spline bound bug report issu refactor high level spline code consist effici ;1
119;fix sucros ;1
120;fix problem box flip nvt ;1
121;fix initi array comput fix packag ;1
122;fix error averag option ;1
123;fix initi array comput ;1
124;fix initi array comput ;1
125;fix problem read dump xyz ;1
126;fix initi array comput ;1
127;fix initi array comput ;1
128;fix initi array comput ;1
129;fix initi array comput ;1
130;fix initi array comput ;1
131;fix initi array comput ;1
132;fix neighbor list build caus error parallel run pair meam spline ;1
133;fix problem exclus ;1
134;fix integ divis problem python code snippet ;1
135;fix initi array fix ;1
136;fix initi array fix ;1
137;fix bug pair hybrid overali manybodi potenti find right skip neighbor method ;1
138;implement second bugfix suggest issu ;1
139;fix error ave time version ;1
140;fix initi array comput fix manybodi packag ;1
141;fix problem column length int ;1
142;fix broken basal exampl ;1
143;fix initi array fix ;1
144;fix initi array fix ;1
145;fix initi array fix ;1
146;fix initi array fix ;1
147;fix initi array fix ;1
148;fix initi array fix ;1
149;fix initi array fix ;1
150;fix initi array fix ;1
151;fix mine type ;1
152;fix opencl compil issu global keyword ;1
153;fix uniniti variabl ;1
154;fix number issu verifi kim version ;1
155;fix error averag option ;1
156;fix error averag option ;1
157;fix memori leak rlist ;1
158;fix issu switch function deriv pairairebo flj ;1
159;fix opencl error ;1
160;implement bugfix issu ;1
161;fix neglig error tersoff comb ;1
162;fix bug report richard berger via http lammp org job lammp job master job regress testreport junit exampl msst msst ;1
163;implement modifi version balanc fix balanc accord steve suggest requir ;1
164;fix namespac issu ;1
165;fix issu ;1
166;clean bodi gpu style fix bug tersoff zbl gpu unresolv bug neigh tpa basethre enforc tpa neigh basethre ;1
167;fix memori error ewald disp cpp ;1
168;fix broken user intel exampl ;1
169;fix error instead error one bug user dpd fix shardlow cpp ;1
170;fix commun mpi test work correctli mpi ;1
171;appli bugfix report issu ;1
172;fix broken user eff exampl ;1
173;fix broken user eff exampl ;1
174;fix kokko output number openmp thread ;1
175;fix segfault user fep ;1
176;fix tagint imageint issu kokko packag ;1
177;fix broken user eff exampl ;1
178;fix gpu memori issu modifi kokko need cherri pick back master ;1
179;fix fdotr pair buck coul cut kokko ;1
180;fix kokko default valu ;1
181;fix gpu memori issu modifi kokko need cherri pick back master ;1
182;fix logic error suffix style ;1
183;fix execut space issu kokko packag ;1
184;fix execut space issu kokko packag ;1
185;fix kokko execut space issu region ;1
186;fix kokko per atom fdotr issu ;1
187;fix issu found gpu runtim test ;1
188;fix issu found gpu runtim test ;1
189;fix cuda runtim issu fix shardlow kokko ;1
190;fix cuda runtim issu fix shardlow kokko ;1
191;fix user cuda compil error ;1
192;fix error check fix tabl kokko ;1
193;fix kokko cuda makefil issu ;1
194;fix broken basal exampl ;1
195;fix kokko warn ;1
196;fix warn kokko ;1
197;fix warn ;1
198;fix error check ;1
199;fix bug per atom ;1
200;fix kokko bug ;1
201;fix kokko bug ;1
202;fix restart error ;1
203;fix compil error kokko cuda makefil ;1
204;fix cuda runtim issu fix shardlow kokko ;1
205;fix cuda runtim issu ;1
206;fix cuda runtim issu npair ssa kokko ;1
207;fix compil error user omp ;1
208;fix kokko bug ;1
209;fix bug kokko ;1
210;fix issu pressur pair hybrid kokko ;1
211;fix kokko bug ;1
212;fix kokko bug ;1
213;fix kokko bug ;1
214;fix cuda runtim issu ;1
215;fix kokko bug ;1
216;fix kokko bug ;1
217;fix kokko cuda compil error ;1
218;fix kokko cuda compil error ;1
219;fix cuda runtim issu pair exp kokko ;1
220;fix kokko compil error ;1
221;fix runtim issu fix tabl kokko ;1
222;fix compil problem ;1
223;fix kokko issu fix tabl kokko ;1
224;fix kokko issu fix tabl kokko ;1
225;fix inherit issu pair hybrid overlay kokko ;1
226;fix runtim issu pair exp kokko ;1
227;fix kokko compil error ;1
228;fix issu pair multi luci kokko found iban ;1
229;fix region issu ;1
230;fix issu setup pair hybrid kokko ;1
231;fix memori leak kokko neighborlist ;1
232;fix compil error ;1
233;fix index issu pair exp kokko ;1
234;fix gpu memori issu fix tabl kokko ;1
235;fix gpu memori issu fix tabl kokko ;1
236;fix issu pair multi luci kokko ;1
237;fix issu fix qeq reax ;1
238;fix gpu memori issu atom vec dpd kokko ;1
239;fix memori overflow issu comm kokko ;1
240;fix issu fix wall kokko ;1
241;fix gpu memori issu fix properti atom kokko ;1
242;fix gpu memori issu fix langevin kokko ;1
243;fix gpu memori issu pair exp kokko ;1
244;fix gpu memori issu kokko ;1
245;fix gpu memori issu kokko ;1
246;fix per atom issu ;1
247;fix memori error ;1
248;fix memori error ;1
249;fix memori error ;1
250;fix gpu memori issu domain kokko ;1
251;fix kokko memori issu ;1
252;fix kokko memori issu ;1
253;fix kokko memori dealloc issu ;1
254;fix kokko issu ;1
255;fix bug equal style variabl manifold param ;1
256;fix bug pppm intel avx singl precis diff commit simplifi code elimin pack optim slower typic paramet memori bug ;1
257;fix kokko per atom issu ;1
258;fix kokko issu ;1
259;fix anoth kokko issu ;1
260;fix kokko memori issu ;1
261;fix kokko memori issu ;1
262;correct bug discov stan due uniniti scale factor eam alloy omp eam omp ;1
263;fix post forc allow fix rigid rigid small ;1
264;fix small bug kokko pair style long rang coulomb ;1
265;fix small bug run style verlet split ;1
266;small bug fix ;1
267;fix bug kokko read restart file ;1
268;correct cut past bug report massimo pica ciamarra lammp user ;1
269;fix small kokko bug ;1
270;fix seem kokko bug submit kokko lib develop ;1
271;fix kokko bug mani atom type ;1
272;fix kokko bug ;1
273;remov useless incorrect neighbor list request fix qeq comb omp ;1
274;fix auto sync logic bug modifi kokko ;1
275;fix bug kokko reaxff ;1
276;fix copi bug pair exp kokko ;1
277;fix neighbor bug ;1
278;fix bug kspace error estim triclin system ;1
279;fix kokko neighbor bug ;1
280;fix kokko bug ;1
281;fix neighbor bug ;1
282;fix kokko bug ;1
283;fix kokko neighbor bug ;1
284;fix neighbor bug ;1
285;fix kokko bug ;1
286;fix kokko bug ;1
287;fix kokko bug ;1
288;fix kokko bug ;1
289;fix kokko bug ;1
290;fix kokko bug ;1
291;fix kokko bug ;1
292;fix kokko bug restart ;1
293;fix kokko bug ;1
294;fix kokko memori bug ;1
295;fix bug qeq ;1
296;bugfix fix copi build item ghost xbin etc int xbin ybin zbin temporari integ bin coordin float ;1
297;fix bug mac ;1
298;fix bug ;1
299;fix gcmc updat aidan trim output replica command ;1
300;import fix halt prototyp code correct soft exit ;1
301;fix code format issu add newlin eof ;1
302;user dpd fix hard wall forc interact bug ensur fraction pair exp cpp patch jim larentzo appli tim mattox ;1
303;replac string compar enum fix memori leak format cleanup ;1
304;fix ave chunk fix disc option fix modifi dynam dof ;1
305;fix extern need collect virial case request ;1
306;fix possibl uniniti data access pppm pppm disp ;1
307;fix bug qtype bugfix ;1
308;fix spring eam allow eam ;1
309;fix bug lamda box corner function ;1
310;fix triclin bug gcmc qtype bug atom swap ;1
311;fix triclin bug gcmc qtype bug atom swap ;1
312;whitespac cleanup fix bug look empti string improv read perform handl comment ;1
313;fix triclin bug gcmc qtype bug atom swap ;1
314;fix triclin bug gcmc qtype bug atom swap ;1
315;user intel bug fix case bond angl dihedr improp style specifi bond type therefor alloc ;1
316;fix memori leak list neighbor list request ;1
317;integr fix wall wall region doc system ;1
318;updat fix wall wall region file conform common format ;1
319;fix bug triclin case ;1
320;fix bug triclin case ;1
321;user dpd fix segfault use constant temperatur dpd dpde ;1
322;fix anoth bug edg histo ;1
323;appli bugfix fix wall gran eric lyster agil com lammp user ;1
324;fix data type molecul array npair kokko ;1
325;augment fix shardlow check order fix kokko compat ;1
326;fix wall forc subtractappliedforc extend lagrangian abf ;1
327;fix uniniti data access report martok ;1
328;user dpd fix miss host prefix atomvecdpdkokko pack comm ;1
329;incorpor bugfix fix ave correl long jorg ramirez ;1
330;fix code path allow pass ptr pylammp ;1
331;fix share build mscg instal ;1
332;correct fix neigh histori omp properli support dlammp bigbig compil ;1
333;fix bug comput rdf pair reax must copi neighbor list newton set compat ;1
334;add fix latt command doc page ;1
335;set appropri flag comput vector constructor fix restrain ;1
336;fix bug per atom data user omp reduc wrong array hybrid style ;1
337;fix miss forc extend lagrangian mass ;1
338;fix pylammp regress output cpp chang ;1
339;fix test comput fix variabl null find function ;1
340;fix fortran flag meam ;1
341;sync make fix addforc chang ghub ;1
342;fix qeq reax omp bugfix metin ;1
343;fix bug comput mix eam potenti introduc modif ;1
344;fix variou format broken link issu identifi ebook convert ;1
345;fix bug incorrect use coordin instead coordin pppm tipp ;1
346;enabl dynam group fix reset ;1
347;fix incorrect creat atom exampl select creat atom variabl ;1
348;restor incorrect chang due spell check fix imd ;1
349;fix warn enum comparison ;1
350;fix compil error neigh histori refactor ;1
351;convert earli fix order error warn ;1
352;fix gcmc unit chang chemic potenti ;1
353;updat version fix latt sjp ;1
354;renam fix python integr python move ;1
355;fix broken charg histori fix qeq reax kokko ;1
356;fix broken charg histori fix qeq reax kokko ;1
357;meaning output electron unit fix bug time unit convers ;1
358;renam fix python move move python ;1
359;fix colvar error hidden previou segfault ;1
360;updat version fix latt sjp ;1
361;fix compil error cuda pair exp kokko ;1
362;correct issu relat addit fix cmap ;1
363;correct issu relat addit fix cmap ;1
364;fix bug document implement atom style mdpd ;1
365;fix lambda syntax cuda ;1
366;fix bug pair modifi comput trigger correct global chang ;1
367;fix bug pair modifi comput trigger correct global chang ;1
368;fix space tab error pizza ;1
369;complet first version fix python integr ;1
370;fix cut past error creat bond doc ;1
371;allow fix python execut everi step ;1
372;fix python compat encod string pass char ;1
373;import segfault fix colvar modul ;1
374;fix bug fix modifi respa report steven earli strong lammp user ;1
375;fix issu fixneighhistori fixneighhistoryomp report http sourceforg net lammp mailman messag ;1
376;add document fix python ;1
377;add document fix move python ;1
378;fix bug report lammp user use first molecul templat ;1
379;use comput map fix map list comput fix style ;1
380;fix proper delet fix fix null ;1
381;correct bug synchron fix addforc respa level init fix ;1
382;fix bug incorrect code synchron ;1
383;correct set command exampl fix properti atom ;1
384;fix incorrect preprocessor defin window ;1
385;fix issu doc orientord atom comput report andeplan ;1
386;correct logic check fix right ;1
387;correct issu compil dlammp bigbig fix qeq reax ;1
388;fix issu kokko pair snap zbl ;1
389;fix memori leak pair python ;1
390;fix compil warn atom vec hybrid kokko ;1
391;delet duplic fclose fix ttm mod constructor ;1
392;fix suffix style handl bug fix comput ;1
393;fix memori leak via neighlistkokko clean copi ;1
394;fix memori leak comput omega chunk ;1
395;move rerun bug fix individu affect style ;1
396;fix mix memori alloc bug dump custom close ;1
397;fix memori leak detect valgrind ;1
398;fix sever gpu memori bug pair tabl kokko ;1
399;bugfix recenti report neighbor issu also reaxff fix speci issu ;1
400;correct logic bug fix wall gran region ;1
401;fix variabl name bug synchron port instal file ;1
402;fix speelink document file ;1
403;anoth fix seg fault parallel alloc ;1
404;fix memori leak via neighlistkokko clean copi ;1
405;correct anoth broken link fix spring ;1
406;cmake fix molfil compil ;1
407;fix memori leak fix shardlow kokko ;1
408;plug memori leak fix bond react ;1
409;fix seg fault gyrat collect variabl ;1
410;pair tipp bug fix cutoff box size ;1
411;fix issu rrespa inner middl neighbor list ;1
412;fix store invalid memori pointer ;1
413;fix issu kokko class file ;1
414;fix issu potenti file parser ;1
415;cmake fix latt linkag ;1
416;cmake fix build system latt ;1
417;fix race condit rho ;1
418;fix compil warn ;1
419;fix mani warn pair dpd fdt energi kokko ;1
420;fix issu kokko skip list ;1
421;made fix adapt support bond harmon ;1
422;cmake fix instal ;1
423;fix execut space manybodi potenti ;1
424;fix domain boundari index ;1
425;fix spell correct ada iter interact ;1
426;fix memori leak pair tabl kokko ;1
427;fix memori leak pair tabl kokko ;1
428;fix memori leak fix shardlow kokko ;1
429;mathspeci exp fix return valu ppc ;1
430;fix compil pymol aspher tool ;1
431;fix broken link slip crack previou cleanup ;1
432;fix execut space issu kokko eam pairstyl ;1
433;fix issu kokko npair halfful npair skip ;1
434;fix issu kokko npair halfful npair skip ;1
435;fix issu fix qeq reax kokko call child function base constructor ;1
436;fix gpu cmake compil ;1
437;remov untest featur fix bug affect window build ;1
438;fix memori leak pair reaxc kokko ;1
439;fix cuda type issu pair tabl kokko ;1
440;author hybrid overlay fix srp ;1
441;destroy unneed fix pair reaxc kokko ;1
442;fix doubl return warn ;1
443;fix bug kokko peratom energi virial newton ;1
444;fix segment fault dump vtk ;1
445;fix bug comput orientord atom argument pars ;1
446;fix class name pair class setup ;1
447;fix reaxc divis zero bug also user omp variant ;1
448;fix issu kokko comm ;1
449;fix bug creat bond ghost atom count incorrectli ;1
450;fix enforc defin fix enforc flag set ;1
451;new fix flow gauss command ;1
452;new fix flow gauss command ;1
453;fix execut space issu comm kokko ;1
454;new comput global atom command also bug fix descend dump sort ;1
455;minor fix fixnhuef constructor ;1
456;coeff set singl fix compil ;1
457;fix system header includ style ;1
458;fix dump cfg viz atomey exampl ;1
459;fix execut space issu ;1
460;fix minor issu pair snap kokko ;1
461;fix compil error pair yukawa kokko ;1
462;bug fix dump sort descend order ;1
463;bug fix dump sort descend order ;1
464;fix dump cfg vizplotgui atomey exampl ;1
465;fix sigcut class variabl actual use ;1
466;new fix halt command sundri small bug fix ;1
467;fix bug reserv suffici space special atom ;1
468;fix option argument scan bug ;1
469;fix option argument scan bug ;1
470;fix issu peratom energi virial pair snap kokko ;1
471;fix recent segfault fix gcmc mcmove keyword ;1
472;cmake fix make test ;1
473;fix bug power oper lammp variabl express ;1
474;fix header line format issu ;1
475;stan bug fix fix reaxc bond ;1
476;fix bug introduc make latest chang ;1
477;set peratom freq fix ave chunk ;1
478;fix stupid bug atc use alloca instead vla ;1
479;fix uniniti variabl bug spot cover scan ;1
480;fix elus uniniti data bug report valgrind ;1
481;fix broken link section packag txt ;1
482;fix issu extern link contain anchor ;1
483;fix bug recent dump chang dlammp bigbig ;1
484;differ bug fix creat bond delet atom neigh list issu ;1
485;implement fix python mention issu ;1
486;user dpd fix bug atomvecdpdkokko unpack restart ;1
487;fix linker error bug fftw dfft singl ;1
488;fix one bug copi string ;1
489;group keyword fix gcmc fix destructor ;1
490;new fix cmap command ;1
491;fix gcmc check init ;1
492;exampl threebodi fix reaxc specei ;1
493;fix cuda issu user dpd random extern state ;1
494;chang next patch disc option sphere fix extern upgrad bug fix fix ave chunk densiti calc aidan doc page citat deconvolut ;1
495;fix modifi sync issu neigh bond kokko ;1
496;fix issu pair snap kokko memori usag ;1
497;fix scope ambigu issu confus nvcc ;1
498;fix filter corot ;1
499;fix problem refer ;1
500;fix uniniti member ;1
501;fix seg fault ;1
502;fix gpu build share lib ;1
503;convert use fix properti atom use fix store ;1
504;block fix rigid ;1
505;fix broken link ;1
506;fix lammp longlong long descript ;1
507;fix anoth coupl typo ;1
508;fix resourc leak ;1
509;fix neb bugfix emil mara ;1
510;fix nvk implement ;1
511;block fix rigid ;1
512;fix doc renam ;1
513;new fix wall gran region command rebo bug fix new exampl log file ;1
514;fix bug introduc latest chang ;1
515;group keyword fix gcmc ;1
516;fix format issu pair exp kokko ;1
517;fix cuda issu pair exp kokko ;1
518;fix spring ;1
519;fix spring ;1
520;bondmax method fix halt ;1
521;fix alloc regress pairtablekokko ;1
522;new fix spring command remov fix ;1
523;fix bond react gener classic chemic reaction ;1
524;fix concurr modif issu comm kokko ;1
525;fix issu kokko neighborlist ;1
526;cross ref fix deform new fix nvt uef ;1
527;reintroduc pointer nullif fix balanc ;1
528;allow dynam group fix nve limit fix temp rescal ;1
529;fix syntax error fix vtk doc exampl ;1
530;fix bug found cover scan ;1
531;fix bond react final touch ;1
532;fix typo ;1
533;fix issu npair skip kokko ;1
534;fix memori corrupt issu fix reax speci ;1
535;fix memori corrupt issu fix reax speci ;1
536;make fix bond react exampl input similar input exampl lammp ;1
537;fix spring doc page updat ;1
538;group keyword fix gcmc ;1
539;group keyword fix gcmc ;1
540;group keyword fix gcmc ;1
541;final chang fix halt ;1
542;fix half full nlist issu kokko ;1
543;fix uniti pointer issu user omp pppm disp ;1
544;fix bug found cover scan ;1
545;fix bug report issu ;1
546;correct logic bug bufix fix tmd ;1
547;fix compil move meam cleanup destructor ;1
548;fix one memori alloc bug ;1
549;fix newli introduc bug ;1
550;fix one bug look bond ;1
551;remov dead code fix compil fix mscg ;1
552;fix compil ;1
553;fix compil ;1
554;fix bug fix efield ;1
555;fix segfault bug fix rigid small found regress test ;1
556;fix bug fix shear histori report kevin hanley see ;1
557;comm tile bug fix ;1
558;fix bug fix properti atom ;1
559;fix python instal ;1
560;fix qeq kokko bug fix stan ;1
561;fix argument index bug fix ave atom ;1
562;fix liblammp instal ;1
563;fix big endian machin ;1
564;bug fix multipl fix rigid check ;1
565;fix index bug access comput fix label fix ave histo ;1
566;restor spell fix semant fix upstream ;1
567;fix one bug buffer alloc ;1
568;bug fix fix gcmc fix shake enhanc fix wall gran region restart ;1
569;fix lammp png ;1
570;fix crash creat kokko tabl ;1
571;fix airebo miss deriv bondorderlj ;1
572;fix airebo mors ;1
573;user dpd whitespac fix ;0
574;merg pull request akohlmey add fix comput style bugfix ;0
575;colvar bugfix updat colvar librari version ;0
576;chang info command style syntax ;0
577;kokko error check ;0
578;kokko error check ;0
579;port make compat python python ;0
580;tri latt error return plu coupl minor doc edit ;0
581;pass name python interpret compat python packag make instal python ;0
582;make kim instal python compat ;0
583;factor balanc command work group time weight ;0
584;bug openfil call multipl time second call stop code keyword requir use append ;0
585;bug openfil call multipl time second call stop code keyword requir use append ;0
586;clean code compil without openmp enabl regardless whether user omp packag instal ;0
587;correct wurtzit exampl ;0
588;revert bugfix virial talli improp style umbrella steven vandenbrand gent ;0
589;kokko error check ;0
590;moltempl bugfix updat ;0
591;revert bugfix angleangl term class improp ivan strelnikov icp ;0
592;neighbor kokko cpp call grow neighbor list copi correspond bugfix commit neighbor cpp ;0
593;port bugfix singl bond singl angl singl dihedr ;0
594;kokko version reaxff correct bond order bugfix tom trnka trnka scm com post lammp user ;0
595;add error locat propag forc bound forc boundsbig ;0
596;reduc memori churn kokko packag ;0
597;plug memori leak ;0
598;simplifi neighbor list copi avoid possibl timestep build issu ;0
599;neighbor list bugfix prevent cycl copi list ;0
600;disallow full neighborlist pair tersoff kokko style bugfix releas ;0
601;possibl uniniti variabl user dpd pair exp cpp bugfix ;0
602;correct error messag text sync sourc ;0
603;type reassign bugfix edg atom ;0
604;teff exchang bugfix per greg dignon match python exampl ;0
605;avoid distract error output ;0
606;molecul option comput group group command ;0
607;correct design meam support user omp meam spline ;0
608;remov aggress vector flag due safeti issu ;0
609;first chunk code user reaxc omp import adapt user reaxc ;0
610;updat rigid fix style user omp chang rigid packag ;0
611;correct broken link refer document ;0
612;optim data access use approxim exponenti user omp version ;0
613;correct stan email address ;0
614;correct variou format issu flag sphinx ;0
615;correct incorrect refer ;0
616;correct link target ;0
617;correct link target ;0
618;correct link name openkim ;0
619;user dpd kokko correct error messag ;0
620;user omp user omp ;0
621;correct format issu user dump ;0
622;print name unknown incorrect variabl error messag ;0
623;print error pair write get correct number argument ;0
624;plug small memori leak ;0
625;correct broken link ;0
626;fix typo ;0
627;fix typo ;0
628;format issu address ;0
629;fix typo ;0
630;fix typo ;0
631;findlatt cmake fix typo ;0
632;cmake fix typo ;0
633;cmake fix anoth typo ;0
634;cmake fix anoth typo ;0
635;fix typo command tabl ;0
636;port correct triclin handl pppm tipp pppm tipp omp ;0
637;stop error molecul command requir special bond auto gener box defin ;0
638;plug memori leak ;0
639;implement vashishta tabl omp user omp ;0
640;remov redund code fix qeq reax qeq reax omp ;0
641;provid last input command line error one output ;0
642;fix typo stride descript variabl command doc report jerom guterl ;0
643;replac variabl length array fix size ;0
644;fix doubl count bond dihedr self bond atom ;0
645;address format markup issu report nandor tamaskov ;0
646;warn discourag use group fix segfault case ;0
647;fix link section intro txt ;0
648;ran exampl fix exchang ;0
649;updat load balanc weight document fix balanc balanc ;0
650;switch classic comm ghost veloc check forward check revers test necessari fix pair etc comm done separ routin ;0
651;fix error one exampl command ;0
652;fix warn pair dpd fdt energi kokko ;0
653;fix compil warn ;0
654;fix warn pair exp kokko ;0
655;add restart support fix deform initi data restor consist check perform ;0
656;revert remov obsolet warn fix rigid imag flag restrict ;0
657;updat rigid fix document reinit keyword ;0
658;correct logic bug els branch condit ;0
659;fix typo remov trail whitespac ;0
660;remov obsolet warn fix rigid imag flag restrict ;0
661;fix typo ;0
662;fix typo ;0
663;fix typo comment ;0
664;fix typo python readm ;0
665;kokko minor typo fix ;0
666;bug dumpncmpiio call dumpnetcdfmpiio ;0
667;updat fix gle doc michel ceriotti ;0
668;merg branch integr fix flow gauss ;0
669;retriev target temperatur pressur fix npt add saniti check ;0
670;harden fix shear histori use delet incorrect use revers commun ;0
671;import updat fix msst file addit cleanup simplif ;0
672;simplifi compat check fix reax bond pair style ;0
673;integr fix rhok lammp sourc code manag document system ;0
674;also cosmet chang new fix neb option ;0
675;merg pull request giacomofiorin colvar fix fix ;0
676;small format correct fix neb doc ;0
677;make fix rhok exampl consist lammp convent ;0
678;updat fix spring doc reflect part user misc ;0
679;one small correct document recent fix ave time chang ;0
680;pollut global namespac includ mscg header fix header ;0
681;detect refus run pair style srp togeth fix rigid ;0
682;correct list user omp variant fix rigid style ;0
683;correctli initi thermo virial fix poem protect access vflag xxx check evflag ;0
684;remov non portabl non ascii blank fix wall doc ;0
685;add fix filter corot administr file ;0
686;replac variabl length array fix filer corot memori creat memori destroy ;0
687;avoid float point overflow iter solver fix shake ;0
688;replac variabl length array fix ipi new delet ;0
689;need add remov fix purg list ;0
690;add support fix modifi virial fix smd ;0
691;non rigid fix post forc allow fix poem ;0
692;replac variabl length array fix momentum fix size array ;0
693;avoid spuriou error messag storag fix activ use ;0
694;small cleanup gener fix flow gauss ;0
695;chang rcb cut load balanc command also new option fix halt ;0
696;use bodi list via fix extract correctli identifi atom bodi ;0
697;correct bunch document format issu updat neb fix neb command ;0
698;updat fortran dftb interfac compat fix msst ;0
699;origin fix qeq went away year ago need purg ;0
700;cleanup simplif compil fix phonon analysi tool phana ;0
701;explain posit fix cmap command input data restart file ;0
702;print warn minim energi fix box relax ;0
703;avoid uniniti memori access error report valgrind fix qeq ;0
704;patch dec neighbor refactor stan pppm disp bug fix brown intel packag updat ;0
705;updat src gitignor fix wall sourc ;0
706;user intel compil flag small fix tersoff intel compil ;0
707;small document fix fix typo format issu ;0
708;make read restart evenli divid work read use mpiio current affect restart file written without per atom fix data ;0
